-0.0897649,-0.0768821,-0.0956035,-0.0403096,-0.0770171,-0.196669,-0.0354682,-0.0385692,-0.100516,-0.0867652,-0.0818947,-0.147294,-0.0963734,-0.10212,-0.126943,-0.018273,-0.118829,-0.181078,-0.0113427,-0.072055	0.0476292,0.0918716,0.057197,-0.0204493,-0.0111685,-0.04749,-0.000338844,0.0460783,-0.0103706,0.0239566,0.0847576,-0.0221865,0.0405069,0.093613,0.0237126,-0.0178842,0.0219776,-0.000856686,0.189147,0.0235958	-0.136809,-0.16757,-0.151969,-0.0198766,-0.0659052,-0.150585,-0.0351297,-0.0844974,-0.0902396,-0.110492,-0.165503,-0.125518,-0.136348,-0.19388,-0.150203,-0.000388838,-0.14044,-0.180249,-0.20006,-0.0954885
0.139337,0.175833,0.0666096,0.105764,0.0906312,-0.00299488,0.0903289,0.0547841,0.134805,-0.00737266,0.0882095,-0.0768773,0.172702,0.0706401,0.0883956,0.109692,0.00939133,-0.0637709,0.111585,0.186629	0.197663,0.121078,0.0263857,0.0990812,-0.0335602,0.0663535,0.0763245,0.028244,0.0667924,0.076657,0.0992042,0.00689524,0.17804,0.199579,0.171218,0.0530832,0.134787,0.0565627,0.160191,0.170886	-0.0599773,0.0559461,0.0402946,0.00675316,0.123815,-0.0693346,0.0141016,0.0265812,0.0686304,-0.0839822,-0.0110917,-0.0837282,-0.00550699,-0.130783,-0.0840956,0.0569406,-0.125555,-0.119901,-0.0494903,0.016262
-0.00816442,-0.0126752,-0.022876,-0.0773643,-0.0318287,-0.118156,-0.027864,-0.0157836,-0.0284057,0.022292,0.0565848,-0.0429356,0.0165934,0.10204,0.0501346,-0.0042119,-0.0451646,-0.0981377,0.103599,0.0138795	-0.201854,-0.186654,-0.228115,-0.235856,-0.196817,-0.345494,-0.192094,-0.100477,-0.220933,-0.0949637,-0.176712,-0.130968,-0.144235,-0.0715205,-0.162657,-0.149021,-0.116603,-0.136357,-0.109883,-0.19339	0.194009,0.174392,0.206315,0.161438,0.166029,0.237014,0.165113,0.0848278,0.193743,0.117008,0.230988,0.08853,0.160444,0.172303,0.211071,0.1449,0.0718166,0.0387379,0.21108,0.206715
0.0658644,0.0133855,-0.0361368,-0.0386163,-0.0330944,-0.172006,0.0108497,-0.0707866,-0.067824,-0.0779087,0.0397092,0.00741583,-0.0665442,0.0712926,-0.0335635,0.00956822,-0.0447291,-0.131719,0.0825788,0.0702952	-0.0275993,-0.136824,-0.144289,-0.132423,-0.0341636,-0.132295,-0.082153,-0.147406,-0.147221,-0.180874,-0.0969899,-0.0711428,-0.0799957,-0.101997,-0.114536,-0.126991,-0.181759,-0.149866,0.0938908,-0.0559003	0.0932941,0.149935,0.10872,0.0942885,0.00107044,-0.0406358,0.0929199,0.0774272,0.0801977,0.104437,0.136175,0.0785172,0.0135234,0.172039,0.0812853,0.136393,0.138153,0.0185132,-0.0114004,0.125702
0.106736,0.0334138,0.0193316,0.0264663,0.0316932,-0.074309,0.120489,0.0242041,-0.0100029,0.0308935,0.0825311,0.0364521,0.0175282,0.100821,0.0546014,0.0329565,-0.00934475,-0.0416341,0.15474,0.0435461	-0.0486515,-0.0189545,-0.0826688,-0.0752025,-0.0226515,-0.210025,-0.0586663,-0.010793,-0.0985961,-0.0312802,-0.0449381,-0.0689926,-0.0397344,0.0337764,-0.11828,-0.0645458,-0.0496217,-0.0664726,0.0815393,-0.0510062	0.154585,0.0523351,0.101838,0.101467,0.0543056,0.137868,0.177898,0.034988,0.0886807,0.0621137,0.126998,0.10518,0.0572228,0.0672739,0.171772,0.0972953,0.0402956,0.0249074,0.0741357,0.0943427
0.0144569,-0.00339077,0.0140199,-0.0876854,-0.0248123,-0.123398,-0.0145222,-0.00897915,-0.00552886,-0.00993616,0.0622377,-0.0530719,0.0209741,0.102179,0.0486719,-0.0133241,-0.0514806,-0.0657303,0.119465,-0.00180774	-0.199911,-0.238832,-0.266403,-0.199221,-0.238154,-0.317152,-0.211316,-0.142275,-0.2239,-0.0924508,-0.194999,-0.185174,-0.155608,-0.0425336,-0.184547,-0.152574,-0.114829,-0.156634,-0.09321,-0.193114	0.21375,0.235632,0.27938,0.113518,0.214609,0.201646,0.1974,0.133466,0.218642,0.0825905,0.254152,0.133413,0.176007,0.144087,0.231143,0.139534,0.0637252,0.0918489,0.210333,0.191373
-0.0769259,-0.0374223,-0.134476,-0.163702,-0.222219,-0.301604,-0.164058,-0.106795,-0.0954249,-0.0702403,-0.0980574,-0.0267521,-0.0762723,-0.00356913,-0.113079,-0.0683465,-0.0472663,-0.0867446,-0.103219,-0.0540077	0.043327,0.00200077,-0.0360783,-0.0865325,-0.0471138,-0.0148611,-0.0856791,-0.104596,0.0302499,-0.0666135,0.0107978,-0.0126896,0.0854597,-0.00844542,0.0307227,-0.0514134,-0.116171,-0.0654326,0.118429,0.0470117	-0.119853,-0.0394201,-0.0988778,-0.0782787,-0.176958,-0.288034,-0.079496,-0.00222372,-0.125313,-0.00364392,-0.10874,-0.0140673,-0.160685,0.00487644,-0.143304,-0.0169929,0.0692852,-0.0214336,-0.218972,-0.100763
-0.0886059,-0.0775022,-0.131944,-0.184209,-0.17165,-0.208114,-0.0899006,-0.0526354,-0.167594,-0.0610238,-0.0599487,-0.0895416,-0.11917,-0.021959,-0.0732584,-0.0708104,-0.0899036,-0.124436,-0.0270548,-0.116307	-0.0214844,0.063932,-0.0208184,-0.110746,-0.0482263,-0.0865001,-0.0811873,0.000272275,-0.0525192,-0.00370102,0.0617991,-0.0968091,-0.0091866,0.0850191,-0.0225406,-0.0154546,-0.0580334,-0.10933,0.12426,0.00777315	-0.0672495,-0.140737,-0.111432,-0.0749933,-0.124454,-0.123843,-0.00877732,-0.0529069,-0.116097,-0.0573358,-0.121298,0.00733099,-0.110104,-0.106779,-0.0508017,-0.0554165,-0.0320373,-0.0153138,-0.150808,-0.123968
0.260186,0.287936,0.192418,0.140944,0.184643,0.0985547,0.186467,0.16178,0.173797,0.152049,0.275975,0.119993,0.256319,0.248571,0.297321,0.140428,0.135911,0.139032,0.187569,0.221384	0.244137,0.204826,0.100217,0.205184,0.122437,0.1486,0.142828,0.102828,0.137976,0.187228,0.244911,0.0630662,0.233793,0.279216,0.267257,0.146471,0.144632,0.0789349,0.184709,0.239466	0.0171368,0.0883183,0.0940139,-0.0661537,0.0636451,-0.050789,0.0448323,0.0599495,0.0367011,-0.0362096,0.0333162,0.0573611,0.0239619,-0.0329303,0.0326593,-0.00617055,-0.00889581,0.0607639,0.00296274,-0.0190952
0.0505166,-0.107503,-0.0631709,-0.0571415,-0.0345417,-0.109647,-0.0532053,-0.122095,-0.0278678,-0.158883,-0.00674886,-0.0531207,-0.025779,-0.0599052,-0.0181125,-0.0904042,-0.106971,-0.0991524,0.130735,-0.00647634	-0.00623163,-0.00508311,-0.0519119,-0.0581744,-0.0887372,-0.274091,-0.126335,-0.075342,-0.0334082,-0.110955,0.005377,-0.0747479,-0.0700251,0.0495459,-0.111054,-0.0516094,-0.000990957,-0.104263,0.0492059,0.0234815	0.0567304,-0.102475,-0.0112961,0.00103633,0.0543621,0.169539,0.0736248,-0.0471871,0.00554555,-0.0487879,-0.0121254,0.0217134,0.0443262,-0.109127,0.0931289,-0.0389766,-0.105991,0.00516366,0.0820568,-0.0299533
0.0570915,0.0240519,-0.049589,-0.0769844,-0.0131657,-0.0657286,-0.0773646,-0.0897376,0.0358679,-0.0762661,0.0290137,0.0178234,0.0729935,-0.0104111,0.0359499,-0.0630749,-0.0939336,-0.0718617,0.108819,0.0444129	-0.0787586,-0.089822,-0.217316,-0.103459,-0.243971,-0.303524,-0.188576,-0.139388,-0.115929,-0.0490151,-0.105496,-0.0465685,-0.105949,0.0206202,-0.130826,-0.0745955,-0.0161796,-0.145928,-0.105411,-0.0411312	0.135242,0.113628,0.169554,0.026687,0.231549,0.242636,0.112857,0.0502792,0.151169,-0.0273532,0.1341,0.0643385,0.17757,-0.0310247,0.165995,0.0115751,-0.0778723,0.0748513,0.2118,0.0853881
-0.00873143,0.089808,-0.0194122,-0.109624,-0.0335384,-0.119468,-0.0654469,0.0278634,-0.00619629,-0.039472,0.0789589,-0.107434,-0.013839,0.0887588,-0.0181506,-0.0370646,-0.0500292,-0.104473,0.138324,-0.00171231	-0.0909076,-0.122675,-0.202004,-0.133697,-0.208977,-0.200047,-0.109881,-0.0777221,-0.15118,-0.0638361,-0.0709431,-0.147656,-0.139589,0.00877861,-0.0920501,-0.0862012,-0.0746312,-0.170184,-0.013033,-0.110588	0.0822415,0.210168,0.18331,0.0244311,0.176677,0.0825519,0.0447559,0.105357,0.145119,0.0244257,0.149067,0.0408703,0.125993,0.0800425,0.0740231,0.0492941,0.0246943,0.066901,0.151085,0.108896
0.0449764,0.0144978,-0.0374926,0.124746,0.0501656,0.0825258,0.0403226,0.0318798,0.0141631,0.0399435,0.0415552,0.0324049,0.0718791,0.0113085,0.00869802,-0.00540491,0.047592,-0.0410566,-0.0622627,0.0160337	-0.00780317,-0.041989,0.0191978,0.0702214,0.071302,-0.018258,0.0582265,-0.0102366,-0.0177966,0.0737814,0.0125388,0.0602908,0.0290895,0.0370237,0.0246808,-0.066119,0.00570339,-0.076321,-0.00900699,-0.0418275	0.0527611,0.0564524,-0.0566496,0.0550064,-0.0212123,0.100632,-0.0179461,0.0421027,0.0319517,-0.0339379,0.0290315,-0.0279405,0.0428793,-0.025726,-0.0159862,0.0607358,0.0419,0.0353752,-0.0532856,0.0578225
0.247302,0.162843,0.10973,0.24983,0.153665,0.166641,0.147207,0.111706,0.14247,0.0374459,0.0705068,0.0387847,0.167579,0.111516,0.0966667,0.0969533,0.157,0.0267989,-0.019386,0.173975	0.177751,0.0872433,0.120825,0.118948,0.0531095,0.111576,0.0610343,0.0399057,0.0663218,0.125437,0.0656207,0.0806186,0.165602,0.124772,0.130948,0.00886672,0.138385,0.0566426,-0.0065222,0.0828272	0.0727496,0.0766888,-0.0112441,0.13489,0.101383,0.0561084,0.0869539,0.072122,0.0768745,-0.088406,0.00490887,-0.0419652,0.00203292,-0.0134434,-0.0347211,0.0881624,0.0190285,-0.029889,-0.0128654,0.0924809
0.0564184,0.0384144,0.0263286,0.100476,0.0417463,0.0626528,0.0425756,-0.0224456,0.048008,-0.0453754,0.0722814,0.0240893,0.0910678,0.0307539,0.0167942,0.0374747,0.0386313,0.00267662,-0.0311107,0.0878796	0.0764918,-0.0555655,0.0453526,0.076193,0.0668863,0.0420622,-0.0220393,-0.0315322,0.0598295,-0.00968096,-0.00562179,0.124826,0.10656,0.0160012,0.0347088,-0.114797,0.0211066,-0.00650024,0.0565972,0.0525458	-0.0201604,0.0937797,-0.0190467,0.0244708,-0.0252104,0.020645,0.0645543,0.00909306,-0.0118555,-0.0357102,0.0778716,-0.10104,-0.0156441,0.01476,-0.017925,0.15162,0.0175391,0.00917671,-0.0875537,0.0354977
0.0436986,0.0287584,0.0197675,0.126587,0.0192258,0.10961,0.0753386,0.0395217,0.0400067,0.0390381,0.0420166,0.00999935,0.0823694,-0.00109946,0.0341863,0.0192276,0.0650284,-0.0227281,-0.0489876,0.0461676	-0.0195659,-0.00822481,0.0554423,0.0496729,0.0452442,0.00888576,0.00756722,0.048755,-0.00293969,0.0762517,0.0294611,0.0274268,0.0424417,0.0290231,-0.0254849,-0.0781842,0.0615726,-0.0470797,0.0405155,-0.0385913	0.0632104,0.0369745,-0.035714,0.0774007,-0.0260411,0.100822,0.0678101,-0.00925114,0.0429414,-0.0373247,0.0125711,-0.0174323,0.0400678,-0.0301216,0.0596193,0.0972656,0.00346969,0.0243777,-0.0893258,0.0846082
0.195461,0.169248,0.0936281,0.237651,0.135568,0.166357,0.150835,0.111428,0.135797,-0.0187723,0.0605652,0.0458239,0.175919,0.0877087,0.101203,0.0836793,0.160222,0.0258175,0.0123995,0.194174	0.125547,0.0370982,0.0280515,0.153836,0.0157381,0.112771,0.0765643,0.031479,0.070955,0.132047,0.0540299,0.0530301,0.18243,0.137676,0.141244,-0.00592562,0.160689,0.0066812,0.0266572,0.109068	0.0716721,0.132985,0.0657493,0.0869962,0.120086,0.0546106,0.0751381,0.0802307,0.0654732,-0.150446,0.0065568,-0.00722373,-0.00672695,-0.0505777,-0.0406216,0.0895605,-0.00047863,0.0191396,-0.0142623,0.086947
0.0503903,-0.00242245,0.0180861,0.0603286,0.0569627,0.0165435,0.097327,0.0824683,0.0221413,0.0378281,0.0428244,0.10227,0.0477437,0.10968,0.0731217,-0.0434198,0.117781,0.00995049,-0.0162465,0.0018458	0.0424136,-0.0170479,-0.0296747,-0.00423553,-0.0572475,0.0669447,-0.00648139,0.0556731,-0.0176911,0.0951609,0.0658204,0.115635,0.0901549,0.0962146,0.0881104,-0.0615677,0.14365,0.0773791,-0.0581131,-0.0195923	0.00799381,0.014626,0.0477352,0.0645477,0.113839,-0.0504571,0.103743,0.0269188,0.0398168,-0.0575399,-0.023061,-0.0135255,-0.0425945,0.0136095,-0.0150859,0.0181965,-0.026315,-0.0674806,0.0419062,0.0214373
0.150449,0.080751,0.100491,0.0766973,0.121862,0.221946,0.193079,-0.023033,0.0297355,0.00586162,0.205714,0.101501,0.108377,0.107591,0.16032,0.0597107,0.0540039,0.0402706,0.11727,0.0958095	0.22659,0.0423727,0.0587043,0.107449,0.1252,0.309916,0.0989585,0.00831371,0.0736892,0.0114805,0.152678,0.175129,0.174138,0.0653987,0.161387,-0.0306594,0.079888,0.0700114,0.154029,0.126156	-0.078828,0.0385101,0.0420347,-0.0310073,-0.00338968,-0.0944677,0.0959537,-0.0313407,-0.0440502,-0.00561925,0.0547554,-0.0749598,-0.0670259,0.0424918,-0.00109489,0.0902049,-0.0259962,-0.0298249,-0.0374348,-0.0307178
0.213845,0.135816,0.141311,0.179939,0.122833,0.213578,0.213336,0.096386,0.125617,0.148932,0.185528,0.185046,0.185917,0.190691,0.214593,0.0650674,0.162298,0.125217,0.113267,0.150014	0.202142,0.160218,0.116504,0.157724,0.128114,0.21762,0.117277,0.150689,0.114278,0.153202,0.203924,0.173133,0.190834,0.196249,0.13704,0.0294478,0.20434,0.138467,0.149997,0.123815	0.0122321,-0.0249448,0.0252231,0.0228634,-0.00536545,-0.00423921,0.0985246,-0.0551038,0.0115045,-0.00436951,-0.019119,0.0123071,-0.00509849,-0.00577477,0.079903,0.0356879,-0.0434843,-0.0134832,-0.0373644,0.0266952
0.0580283,-0.0135063,0.0423626,0.0600152,0.0286722,0.052957,0.0571764,0.0442632,0.000261481,-0.0209847,0.0216024,0.0809822,0.0240951,0.102488,0.0422853,-0.0428774,0.102939,0.0353335,-0.00146333,-0.00139622	0.0491108,-0.079557,-0.0817996,0.0360593,-0.102942,0.10335,-0.0315805,0.0105033,-0.0294611,0.102857,0.042619,0.0593309,0.0738827,0.12627,0.0614904,-0.0639561,0.147157,0.0533481,-0.0412592,-0.0173412	0.00894299,0.0661217,0.123733,0.0240078,0.131226,-0.0506698,0.0885969,0.0337756,0.0297223,-0.123575,-0.0210359,0.0217559,-0.0498763,-0.0240934,-0.0192551,0.0211367,-0.0448985,-0.0180486,0.0397982,0.0159454
0.022083,0.0303387,-0.00514765,-0.0413321,-0.0738167,0.0738942,0.0247807,-0.0613929,-0.00834417,0.00403266,0.0767625,0.0726509,0.0914887,0.0435976,0.0737678,-0.020522,0.0504366,0.0813086,-0.0751306,-0.0166271	0.100345,0.0100221,0.00281943,0.0539793,0.0513206,0.103274,0.0414694,-0.00576635,0.0754635,-0.0422154,0.00841379,0.131591,0.109343,0.0163765,0.0591198,-0.0894159,0.050933,0.0399999,-5.22328e-05,0.0356988	-0.0784354,0.0203228,-0.00796697,-0.0950992,-0.124665,-0.029606,-0.0167059,-0.0556463,-0.0837549,0.0462402,0.0683929,-0.0595089,-0.0180352,0.0272405,0.0147121,0.0690206,-0.000497636,0.0414435,-0.0750786,-0.0522948
0.0393163,0.0275974,-0.00767187,-0.0161214,-0.0769211,0.082236,0.0222819,0.0229067,-0.0293558,0.0673754,0.0600126,0.0783962,0.0659473,0.081703,0.0941692,-0.0389854,0.0950537,0.0555782,-0.0671706,-0.000342092	0.036984,0.065213,0.0170411,0.0291341,0.0429167,0.0335748,0.0401189,0.102293,-0.000683309,0.0159577,0.0529369,0.054019,0.0277174,0.0998704,0.0055927,-0.054506,0.109723,5.64879e-05,0.00987098,-0.00274496	0.0023357,-0.0376834,-0.0247097,-0.0452342,-0.119444,0.0487959,-0.017853,-0.0795732,-0.0286731,0.0514731,0.00709829,0.0244808,0.0382999,-0.0183169,0.0886232,0.0155536,-0.0148236,0.0555219,-0.0769905,0.00240288
0.285357,0.266033,0.209706,0.258116,0.220856,0.250774,0.224273,0.20398,0.168069,0.134634,0.243379,0.235362,0.252,0.253198,0.314451,0.116354,0.263893,0.2128,0.0880683,0.218098	0.284576,0.206529,0.127628,0.306129,0.198961,0.250433,0.235967,0.195323,0.178556,0.2062,0.241632,0.196265,0.260809,0.292876,0.319742,0.112772,0.283763,0.159625,0.0895452,0.224444	0.000850645,0.0629639,0.0843351,-0.0521326,0.0229012,0.000363154,-0.0123479,0.00901607,-0.0108109,-0.0736096,0.00185644,0.0409898,-0.00942874,-0.0428558,-0.00588222,0.00362906,-0.0214789,0.0550447,-0.00148865,-0.00667267
0.180174,0.00546152,0.0634359,0.11241,0.0727004,0.206905,0.060158,-0.0472444,0.112648,-0.0258606,0.11205,0.115398,0.169095,0.0453689,0.162311,-0.053095,0.0794946,0.080997,0.0919101,0.116789	0.0936104,0.0670948,0.081201,0.0590495,0.0748199,0.125324,0.0612934,-0.0298778,0.0563242,-0.027603,0.182206,0.0319946,0.106975,0.0915291,0.0811684,-0.000270452,0.0938917,0.0638033,0.0906496,0.0591287	0.0880489,-0.0616558,-0.0178571,0.0537175,-0.00213114,0.0837528,-0.00113956,-0.0173911,0.0566839,0.00174361,-0.0716183,0.0837128,0.0632639,-0.0463527,0.0822254,-0.0528254,-0.0145053,0.017283,0.00127108,0.0580614
0.100459,0.0112174,-0.0161374,0.0730687,0.042975,0.106184,0.000938213,-0.0363515,0.0386735,-0.0824517,-0.00137412,0.146887,0.0689374,0.00584181,0.0327752,-0.0909359,0.0608175,0.0328112,-0.00862811,0.0435395	0.0209148,-0.0244251,-0.0967402,0.0174478,-0.101055,0.0772074,-0.00478607,-0.0975357,-0.0327442,0.0279295,0.0651335,0.0522983,0.0604577,0.0675829,0.0518067,-0.0265395,0.0785948,0.0219523,-0.0795711,-0.00310953	0.0797121,0.0356327,0.0807289,0.055692,0.143407,0.0292161,0.00572426,0.0614019,0.0713273,-0.110128,-0.0665016,0.0953208,0.00851517,-0.0617655,-0.0190639,-0.0645523,-0.0178627,0.0108667,0.0709917,0.0466427
0.0375564,0.0695465,0.011619,0.0382133,0.0213516,0.047684,0.00654945,0.082521,-0.000569808,-0.046808,0.0420901,0.0309518,-0.00447379,0.0953833,-0.0195811,-0.0666227,0.107024,0.0022026,0.0236035,-0.0014375	0.0392514,-0.0236291,-0.0854217,0.0341766,-0.117123,0.0955522,-0.000304028,-0.00386783,-0.0197732,0.0679095,0.0474269,0.0203944,0.0408474,0.113508,0.0728276,-0.0544931,0.110934,0.00779553,-0.0503065,0.00649527	-0.00169755,0.0930227,0.0969444,0.00404201,0.138129,-0.0480873,0.00685346,0.0863612,0.0192036,-0.114354,-0.00534756,0.0105642,-0.0453129,-0.0183227,-0.0922771,-0.0121738,-0.0039566,-0.00559302,0.0738224,-0.0079327
-0.193079,-0.164227,-0.0970794,-0.19775,-0.103403,-0.130482,-0.06078,-0.0242766,-0.122013,-0.00230204,-0.0276349,0.0634113,-0.123539,-0.00611815,-0.0170078,-0.13497,-0.0335081,-0.0161308,0.00351064,-0.161157	0.00171901,-0.0349771,0.00982917,-0.146414,-0.113608,-0.00959313,-0.0509382,0.0299226,-0.0353389,0.0556563,0.0301859,0.0826823,0.0179193,0.0941891,0.0903677,-0.0639951,0.112122,0.121782,0.00589421,-0.0397804	-0.194733,-0.129997,-0.106807,-0.0528663,0.0103253,-0.121041,-0.00987236,-0.0541599,-0.0870498,-0.057951,-0.0577727,-0.0193726,-0.141146,-0.10025,-0.107211,-0.0715935,-0.145085,-0.137642,-0.00238362,-0.12216
0.102808,0.044254,0.070108,-0.0209548,0.0806945,0.183241,0.153201,-0.0017874,-0.0169485,0.059177,0.146122,0.0780048,0.0172236,0.0757097,0.150374,0.0263216,0.0191451,0.0369066,0.140302,0.0162319	0.193379,0.029341,0.0983636,-0.0176251,0.0717438,0.250833,0.0622186,-0.0224426,0.0626974,-0.0296027,0.124653,0.140685,0.097343,0.0550565,0.159774,-0.0273703,0.0345563,0.112691,0.208296,0.120184	-0.092408,0.0149324,-0.0284519,-0.00333094,0.00900285,-0.0708482,0.0918579,0.020656,-0.0795613,0.0886245,0.0218678,-0.0633761,-0.080254,0.0207397,-0.00963132,0.0536533,-0.0154214,-0.076101,-0.0700409,-0.104155
0.184443,0.108464,0.113481,0.0657584,0.105957,0.131598,0.140897,0.062609,0.089614,0.11761,0.156089,0.177873,0.107825,0.196935,0.190967,0.049323,0.107466,0.143844,0.154629,0.108243	0.170564,0.148149,0.15356,0.0413264,0.0752185,0.162813,0.0829836,0.127135,0.105711,0.121858,0.175646,0.139203,0.121867,0.187936,0.136545,0.0357685,0.168469,0.176896,0.206184,0.112252	0.0143299,-0.0403334,-0.0407894,0.0244985,0.0309851,-0.0318983,0.0585986,-0.0650441,-0.0162509,-0.00430961,-0.0201083,0.0396515,-0.014229,0.00934408,0.0558794,0.0135784,-0.0621277,-0.0339145,-0.0532524,-0.00405847
-0.132691,-0.180557,-0.0578849,-0.185072,-0.113006,-0.0939317,-0.106136,-0.065344,-0.138037,-0.000939987,-0.0402653,0.0345431,-0.155251,0.0122099,-0.0536358,-0.120902,-0.0521343,0.00997829,-0.0133777,-0.184821	0.00877242,-0.105798,-0.0463116,-0.0977058,-0.160257,0.0344115,-0.079207,-0.0215368,-0.0481787,0.0602412,0.00405872,0.0263858,0.000634203,0.12531,0.0606621,-0.0649986,0.11722,0.0962121,0.0210983,-0.0379222	-0.141299,-0.0762149,-0.0116043,-0.088975,0.0481221,-0.12793,-0.0271575,-0.043869,-0.0904601,-0.0611778,-0.0443168,0.00816474,-0.15587,-0.113274,-0.113927,-0.0563465,-0.168326,-0.0863167,-0.0344662,-0.147935
-0.038466,-0.00618741,-0.033538,-0.157701,-0.123408,0.0194917,-0.0187058,-0.0444413,-0.0602979,0.0546381,0.0106212,0.0496477,-0.000983143,0.0139298,0.0644175,-0.0620113,0.0152848,0.0802359,-0.0412165,-0.115461	-0.152327,-0.155738,-0.111253,-0.204773,-0.11996,-0.0545849,-0.106956,-0.112928,-0.0708188,-0.0790031,-0.0617515,0.0924917,-0.0801889,-0.0960036,-0.0365614,-0.184959,-0.110478,0.011964,0.0191188,-0.150889	0.114532,0.149695,0.0780059,0.0486436,-0.00349988,0.0739979,0.088427,0.0688318,0.010566,0.133067,0.0723253,-0.0430417,0.079212,0.109787,0.100742,0.124374,0.12555,0.0683376,-0.0602877,0.0360564
-0.000335662,0.000861211,-0.0298056,-0.162025,-0.10343,-0.0219771,-0.0556019,-0.0154423,-0.0763427,0.0277348,0.0233079,0.0692605,-0.019251,0.0926281,0.0695806,-0.0636724,0.0374387,0.0807655,-0.0163399,-0.0512877	-0.203189,-0.105172,-0.0986745,-0.232934,-0.117866,-0.120638,-0.113966,-0.00944528,-0.146219,-0.0247931,-0.0175979,0.0141462,-0.148562,-0.0142628,-0.0872293,-0.148172,-0.04954,-0.0267705,0.0293652,-0.17288	0.202867,0.106024,0.069072,0.0736897,0.0146138,0.0989228,0.0587363,-0.00599793,0.070665,0.0524918,0.0408891,0.0551684,0.129682,0.10675,0.155864,0.0853048,0.0868177,0.107304,-0.0456832,0.12268
0.149932,0.127948,0.122757,0.0396585,0.0963315,0.117707,0.0915278,0.113209,0.0416078,0.162891,0.201357,0.18951,0.0866135,0.185092,0.242778,0.043996,0.131586,0.190533,0.0740777,0.0432966	0.0774231,0.0712627,0.0241432,0.0840917,0.0517051,0.123563,0.111927,0.103263,0.0480802,0.165498,0.189084,0.158977,0.108678,0.196754,0.252498,0.0277846,0.157185,0.135481,0.108922,0.077337	0.0733605,0.0572065,0.0989067,-0.0445819,0.0448498,-0.0059424,-0.0206108,0.0100636,-0.0064854,-0.00267994,0.0127586,0.0314819,-0.0222738,-0.0121024,-0.0103545,0.0162313,-0.0261396,0.0565107,-0.0351276,-0.0341547
0.146594,-0.0236844,0.0431914,-0.0151477,0.051998,0.114345,-0.0120684,-0.0847789,0.0767059,-0.0672943,0.079592,0.105202,0.0815941,0.047229,0.135204,-0.0736278,0.0167193,0.104555,0.136648,0.0775479	0.0433286,0.0292397,0.054085,-0.0413377,0.0296288,0.0798032,0.0205214,-0.00774215,0.0104309,0.0208815,0.119356,0.00734782,0.013629,0.0596563,0.0697717,-0.0350436,0.0611848,0.060448,0.11789,-0.0234936	0.103925,-0.0528875,-0.0109192,0.0262064,0.0224037,0.0348602,-0.0325818,-0.0770874,0.0663281,-0.0880521,-0.0401455,0.09793,0.0680408,-0.0124624,0.066055,-0.038684,-0.0445111,0.0443871,0.0190659,0.100858
-0.092539,-0.161081,-0.113523,-0.175863,-0.106572,-0.0524766,-0.153022,-0.144348,-0.101637,-0.0600168,-0.0627241,0.100327,-0.128552,-0.0822393,-0.0682348,-0.172198,-0.102141,0.00605297,-0.0205995,-0.166647	-0.038182,-0.0680597,-0.12613,-0.0911674,-0.149491,0.0253333,-0.0520406,-0.0853844,-0.0861459,0.0774821,-0.00227386,0.0292043,-0.0344617,0.0389605,0.0403088,-0.0664274,0.047983,0.0198678,-0.048023,-0.102061	-0.0545498,-0.0940528,0.0127896,-0.0860752,0.0436138,-0.0777065,-0.101792,-0.0596994,-0.0156281,-0.136862,-0.0604589,0.0713315,-0.0945093,-0.120813,-0.108246,-0.106995,-0.149392,-0.0138165,0.0274506,-0.0657037
-0.150966,-0.106219,-0.0865874,-0.210116,-0.120531,-0.107533,-0.153287,-0.0306655,-0.138934,-0.0293362,-0.0191045,-0.0157805,-0.187024,0.00605885,-0.118453,-0.147029,-0.0561283,-0.0233813,0.00997768,-0.193021	-0.00152252,-0.0573221,-0.108802,-0.101957,-0.144037,-0.00405148,-0.0807158,-0.0456117,-0.064401,0.0261011,0.00906456,0.0104241,-0.0455214,0.12645,0.0453874,-0.0789993,0.0550745,0.030918,-0.00142582,-0.0442113	-0.149478,-0.0491969,0.0224255,-0.110527,0.0239206,-0.103527,-0.0734806,0.0149671,-0.0752064,-0.0553949,-0.0281642,-0.0262003,-0.142718,-0.120484,-0.162964,-0.0688293,-0.11086,-0.0542601,0.0114033,-0.150091
-0.1309,-0.0476447,-0.104458,-0.11802,-0.186978,-0.162102,-0.172055,-0.0416571,-0.037662,-0.00211697,-0.134535,-0.03247,-0.0189379,-0.0692493,-0.0934892,-0.0761416,-0.00574331,0.0407473,-0.188221,-0.11241	0.0540126,0.0136708,-0.0158883,-0.0100026,-0.0114935,0.09809,-0.0612409,-0.0894494,0.0536888,-0.0848471,-0.0419102,0.0267961,0.0630726,-0.0995292,-0.0197764,-0.0475301,-0.0753285,0.0313645,0.0177216,0.0358491	-0.183614,-0.0612755,-0.0887166,-0.108145,-0.175863,-0.256119,-0.111994,0.047971,-0.0911665,0.082745,-0.0931503,-0.0592145,-0.0819126,0.0304901,-0.0738494,-0.0287154,0.0696153,0.00939481,-0.205258,-0.147664
