0.141098,0.0118215,0.127795,0.0685731,0.0706604,0.148863,0.127311,0.0411388,-0.000422472,0.098609,0.137672,0.189749,0.0938805,0.115996,0.167425,0.0681867,0.0685041,0.0872954,0.0512032,0.0858738	0.183191,0.124282,0.186911,0.0766021,0.108077,0.201029,0.0603764,0.109453,0.0868523,0.145575,0.213089,0.219368,0.142268,0.163007,0.150268,0.0667494,0.165753,0.152553,0.121395,0.0846641	-0.0432105,-0.112626,-0.0605632,-0.00807135,-0.0377041,-0.0537752,0.067453,-0.0686232,-0.0872715,-0.0476505,-0.0776955,-0.0309055,-0.0490424,-0.0479172,0.0176001,0.00144382,-0.0983656,-0.0661379,-0.0706305,0.00121858
0.000677161,-0.121915,0.0986245,0.0346662,0.0157378,0.054094,-0.00579636,0.00191118,-0.055076,0.0187113,0.00824112,0.173532,0.0478381,0.0701444,0.0606826,-0.0189658,0.0608519,0.0662743,-0.0307504,0.00682446	0.0292804,-0.135138,-0.00563117,-0.0520063,-0.12476,0.0825729,-0.092668,-0.0364273,-0.0616481,0.0812437,0.0381156,0.099339,0.0181471,0.0867463,0.0661939,-0.0259607,0.0984827,0.0637282,-0.0755634,-0.0606551	-0.0286038,0.0134444,0.104198,0.0865165,0.140223,-0.0286067,0.0869183,0.0383358,0.00659448,-0.0626276,-0.0298839,0.0754942,0.0297168,-0.0167035,-0.00553347,0.00699837,-0.0378577,0.00255683,0.0449174,0.0674516
-0.0345373,-0.0505895,0.0281836,-0.0634236,-0.088739,0.0948057,-0.00769486,-0.00172914,-0.104372,0.0036919,0.0400686,0.149893,0.0649721,0.0372311,0.0701701,-0.0312074,0.0171744,0.0869454,-0.114679,-0.028399	0.0286345,-0.107334,0.049142,0.0237053,0.0387064,0.101895,-0.0324216,-0.0439885,0.049117,-0.037787,-0.00605643,0.212859,0.135102,-0.0303367,0.0648169,-0.0556767,0.0116934,0.0763889,-0.0351569,0.0571933	-0.0631094,0.057054,-0.0209875,-0.0869981,-0.127009,-0.00715799,0.0247329,0.0422625,-0.152706,0.0414731,0.0461138,-0.0650411,-0.0707511,0.0674916,0.00537757,0.0245118,0.00548213,0.0106271,-0.0798442,-0.0854535
-0.0273637,-0.101833,-0.0063562,-0.134519,-0.123683,0.0149656,-0.0631242,-0.0354774,-0.153294,0.0110596,0.00895108,0.0843288,-0.0296958,0.00698293,0.0430405,-0.0334274,-0.00646667,0.0175181,-0.132428,-0.0666925	-0.0317448,-0.0533659,0.0640182,-0.000200086,0.0318626,0.0388423,-0.035861,0.0655663,-0.0315445,0.0227386,0.0417167,0.146467,0.0515856,0.0555352,0.0097538,-0.0204999,0.0782775,0.0377846,-0.0267753,0.0180778	0.00438495,-0.048732,-0.0703458,-0.134323,-0.154935,-0.0238906,-0.027325,-0.100809,-0.122341,-0.011682,-0.0327779,-0.0629156,-0.081157,-0.0485711,0.0333007,-0.0129364,-0.0847013,-0.02028,-0.106028,-0.0846682
0.235138,0.194015,0.252786,0.237369,0.204227,0.245314,0.183276,0.17293,0.11432,0.175704,0.240153,0.307677,0.268958,0.230532,0.337363,0.137582,0.233033,0.235513,0.0615069,0.221556	0.218945,0.122516,0.159306,0.285847,0.184284,0.24889,0.179968,0.167592,0.15552,0.208892,0.23732,0.263664,0.275652,0.254845,0.3235,0.145795,0.264583,0.188749,0.0580961,0.24147	0.017072,0.0732398,0.0974025,-0.0520066,0.0207235,-0.00380842,0.00342113,0.00549687,-0.0419457,-0.0344528,0.00300479,0.047898,-0.00723045,-0.0258308,0.0155613,-0.00838047,-0.0336223,0.0489395,0.00342296,-0.0210397
0.109633,-0.127345,0.0606057,-0.0112137,0.0149274,0.130555,-0.0234578,-0.102189,-0.0184398,-0.082479,0.0648243,0.11917,0.0642899,-0.029031,0.110349,-0.0490563,-0.0258681,0.0428893,0.0288394,0.0447721	0.0370424,-0.0167753,0.113271,0.0402298,0.0603326,0.148517,0.0308201,0.0362776,-0.0451426,-0.0305562,0.154377,0.119297,0.0841515,0.0893363,0.0799247,-0.0116843,0.0661624,0.0749349,0.0532475,0.0495251	0.0728865,-0.110806,-0.0530292,-0.0514203,-0.0454461,-0.0183165,-0.0542387,-0.137955,0.026725,-0.052054,-0.0904575,-0.000129083,-0.0199696,-0.118061,0.0306953,-0.0373934,-0.0918733,-0.032149,-0.0244456,-0.00476358
0.0425149,-0.0994312,0.0462041,0.0432953,0.0290008,0.101388,-0.0596834,-0.0769731,-0.0192247,-0.04467,-0.0157558,0.230927,0.0960811,-0.0275404,0.0538332,-0.0689095,0.0137747,0.0649292,-0.0378598,0.0523783	-0.0359519,-0.107349,-0.0580175,-0.00476045,-0.116101,0.0976628,-0.0385901,-0.0399611,-0.129024,0.0270696,0.0276834,0.127763,0.034684,0.061959,0.0470613,-0.0376084,0.0483388,0.0301788,-0.117417,-0.0154335	0.0783471,0.00800325,0.103943,0.0480459,0.144615,0.0037628,-0.0211419,-0.0371262,0.110072,-0.071653,-0.0434202,0.1063,0.0616023,-0.089347,0.00678911,-0.0313825,-0.0345871,0.0348186,0.0799124,0.067757
-0.0192307,-0.0412439,0.0737589,0.0109935,0.00810836,0.0499696,-0.0570581,0.0403033,-0.0606528,-0.0092406,0.0306424,0.130137,0.019482,0.065375,-0.00133525,-0.0436048,0.0655392,0.0353438,-0.00619801,0.0069399	-0.0287409,-0.15157,-0.0776295,-0.0845872,-0.163688,0.0293278,-0.086354,-0.0636493,-0.145426,0.00932363,-0.00446624,0.0304543,-0.0532573,0.0377765,0.0202629,-0.0492136,0.00873417,-0.0276665,-0.113341,-0.0608554	0.00951546,0.11102,0.150527,0.0954919,0.171569,0.020672,0.029441,0.103687,0.0855272,-0.0185626,0.0351038,0.100079,0.0726639,0.0276668,-0.0215975,0.0056208,0.0568376,0.0629488,0.107219,0.0677667
0.0595975,0.0854328,-0.00247726,-0.068198,-0.0537835,-0.0498111,-0.0079959,-0.00384928,-0.00633002,-0.0553099,0.0432739,-0.0468762,-0.00855119,0.0523396,0.0450028,0.0620619,-0.0403676,0.0472392,0.140787,0.0596851	0.115703,0.0857679,-0.0425197,0.0371087,-0.00882427,0.0421959,0.0300144,0.0225081,0.0416016,-0.0626125,0.0820421,-0.0528589,0.0433503,0.0474549,0.0284489,0.0595669,0.0240686,-0.0252923,0.050482,0.0848512	-0.0564949,-0.000337616,0.0400467,-0.105041,-0.0449806,-0.0918141,-0.0380012,-0.0263551,-0.047919,0.00732793,-0.0389063,0.00599763,-0.0518823,0.00489687,0.0165751,0.00250422,-0.0643736,0.0724449,0.0909518,-0.0252942
-0.231496,-0.166515,-0.194712,-0.220414,-0.145591,-0.38371,-0.173293,-0.150786,-0.198976,-0.181591,-0.227685,-0.233321,-0.227674,-0.160339,-0.232873,-0.0944606,-0.241619,-0.19896,-0.0568263,-0.170031	0.077498,0.0376313,0.0165853,-0.018879,0.0138129,-0.0748598,0.0577384,-0.020352,0.00990313,-0.0363387,0.0664032,-0.0309006,-0.000996384,0.0896761,0.0508815,-0.00184442,-0.0215696,-0.0716004,0.116003,0.0308739	-0.303548,-0.202875,-0.210617,-0.202377,-0.159084,-0.317984,-0.228743,-0.130835,-0.208469,-0.146218,-0.289708,-0.203891,-0.226729,-0.246471,-0.280432,-0.0926323,-0.221202,-0.1292,-0.171697,-0.199856
-0.0541703,-0.00814223,-0.036318,-0.129721,-0.0854464,-0.107637,-0.115847,-0.0962623,-0.0460124,-0.0194095,0.000284805,-0.140366,-0.0356232,-0.0239968,-0.0255266,0.039941,-0.153775,-0.0956561,0.106449,0.00974272	0.056332,0.0167515,-0.0343681,-0.0867253,-0.106464,-0.00753982,-0.0571975,-0.045954,-0.0317172,0.0229178,0.0751935,-0.0147472,0.0427231,0.0631684,0.0561122,-0.0201001,0.00682112,0.00357491,0.0654754,0.00464764	-0.110166,-0.0248903,-0.00195233,-0.0434849,0.021211,-0.100179,-0.0590403,-0.0505318,-0.0143161,-0.0423085,-0.0749103,-0.125879,-0.0782272,-0.0870333,-0.081522,0.0599929,-0.160428,-0.0991971,0.0412615,0.0050953
-0.0930231,-0.0678613,-0.129665,-0.111586,-0.15471,-0.345999,-0.17713,-0.0414785,-0.0855905,-0.0713584,-0.167271,-0.0976473,-0.167125,-0.045863,-0.175059,-0.0509966,-0.0906947,-0.157616,-0.0349333,-0.0374981	0.144176,-0.00361161,-0.028371,0.0137567,0.0189795,0.0263909,-0.0424735,0.0129092,0.0556813,-0.0266781,0.00786413,0.0460634,0.0725945,0.0353231,0.0524671,-0.0913069,0.00712966,-0.0403533,0.149076,0.0584771	-0.23406,-0.0642654,-0.101668,-0.12515,-0.173181,-0.36902,-0.135677,-0.0543586,-0.140602,-0.0447656,-0.174905,-0.143067,-0.236846,-0.0810549,-0.225455,0.0404989,-0.0977611,-0.118013,-0.183056,-0.0957653
-0.122345,-0.103476,-0.12264,-0.158258,-0.0966866,-0.27285,-0.109344,-0.0736587,-0.133081,-0.121449,-0.115225,-0.159119,-0.179333,-0.100348,-0.152993,-0.0348629,-0.171559,-0.167073,0.0332479,-0.114222	0.0589141,0.0606189,-0.0097783,-0.040345,0.0189787,-0.0635713,-0.0396132,0.0323272,-0.00220376,-0.0294388,0.0784369,-0.0410779,0.00431246,0.0882039,-0.0261402,-0.0366821,0.0227592,-0.0576518,0.143682,0.00245694	-0.179962,-0.163072,-0.112997,-0.11867,-0.115453,-0.212973,-0.0700343,-0.105734,-0.130915,-0.0923407,-0.191927,-0.118818,-0.183503,-0.186898,-0.127362,0.00182152,-0.193562,-0.110485,-0.110964,-0.116646
-0.0436885,0.0104823,-0.0296338,-0.138166,-0.0513537,-0.148952,-0.0667174,-0.0520939,-0.00500585,0.0130887,0.0255039,-0.126726,-0.00735461,-0.0155055,0.00141959,0.0308256,-0.14441,-0.0940393,0.106828,-9.69553e-05	0.0566545,-0.0371287,-0.107583,-0.0439109,-0.124804,-0.00804225,-0.043495,-0.051832,-0.0213273,0.0909553,0.0720169,-0.0501967,0.0500526,0.0992746,0.0592363,-0.023209,0.0259834,-0.0483125,0.0645654,0.0102062	-0.100095,0.0475925,0.0781989,-0.0948302,0.073924,-0.141078,-0.02329,-0.000262636,0.0163232,-0.0779594,-0.0465987,-0.0770194,-0.0573861,-0.114604,-0.0578216,0.053996,-0.169757,-0.0459354,0.0425558,-0.0103031
-0.202578,-0.152239,-0.217378,-0.11228,-0.0957311,-0.344963,-0.137926,-0.128497,-0.194176,-0.14733,-0.203424,-0.199008,-0.154911,-0.149586,-0.228538,-0.102167,-0.214123,-0.229092,-0.107462,-0.156207	0.0658535,0.0533394,0.0193461,0.00327906,0.0197678,-0.0889018,0.0608624,-0.0156967,-0.0279436,0.0213055,0.0733566,0.0177163,0.0260696,0.109899,0.0820304,-0.00484173,-0.0430841,-0.035869,0.147067,0.0208133	-0.264898,-0.203922,-0.235733,-0.115516,-0.115281,-0.264163,-0.197134,-0.113029,-0.167139,-0.168108,-0.272712,-0.215963,-0.180253,-0.255288,-0.304853,-0.0973738,-0.172631,-0.194823,-0.250569,-0.176446
0.178293,0.154271,0.0778829,0.125838,0.0740264,0.0393312,0.0353722,0.00886802,0.0976916,0.0205347,0.0714649,-0.0975974,0.139111,0.0861673,0.0569578,0.132693,-0.00382403,-0.0631913,0.0825494,0.175637	0.253313,0.182419,0.124083,0.0589746,0.00555325,0.0594136,0.0616475,0.0378252,0.063409,0.0727376,0.114069,0.036033,0.166546,0.186952,0.165895,0.0680823,0.110115,0.111935,0.13442,0.142786	-0.0785686,-0.0289634,-0.0466507,0.0673636,0.0685013,-0.0201294,-0.0263327,-0.0289669,0.0344963,-0.052281,-0.042954,-0.133162,-0.0280858,-0.102435,-0.109976,0.0651993,-0.113891,-0.173896,-0.0524522,0.0336962
-0.047055,-0.0316449,-0.095514,-0.0146304,-0.10882,-0.320215,-0.139786,-0.0640666,-0.0418317,-0.121182,-0.107248,-0.0727405,-0.0730492,-0.0154412,-0.160682,-0.0174759,-0.0593096,-0.147204,-0.0598556,0.0433234	0.149835,0.0355664,0.0457777,0.00650337,0.0117107,-0.012786,-0.0364517,-0.0349883,0.0583675,-0.0701559,0.045257,0.0810338,0.116252,0.0713072,0.0904902,-0.0581066,-0.022473,0.0464613,0.20816,0.118801	-0.195512,-0.0671357,-0.140677,-0.0211318,-0.120377,-0.308693,-0.103864,-0.0291436,-0.0999552,-0.0514641,-0.151768,-0.152873,-0.187707,-0.086653,-0.247573,0.040672,-0.0368857,-0.192349,-0.264717,-0.0758685
