#Cfactor 0.00191354
Recipient	WAL003	WAL004	WAL006	WAL007	WAL009	WAL010	WAL014	WAL016	WAL021	WAL022	WAL024	WAL030	WAL031	WAL033	WAL036	WAL040	WAL041	WAL042	WAL045	WAL078	WAL079	WAL084	WAL086	WAL088	175600	175601	175602	175603	175604	175605	175606	175607	175608	175609	175610	175611	175612	175613	175614	175615	175616	175617	175618	175619	175620	175621	ZUR011	ZUR018	BIE002	BIE004	BIE005	BIE006	BIE007	BIE008	BIE028	BIE030	BIE044	BIE045	BIE048	BIE049	BIE050	BIE092	THU001	THU002	THU004	THU005	THU007	THU010	THU011	THU014	THU019	THU027	THU038	THU039	THU056	THU060	THU061	THU066	THU067	THU073	THU077	THU079	THU080	THU081	THU082	THU083	THU084	THU086	THU087	THU091	THU097	THU099	THU104	THU106	THU107	THU108	THU109	THU110	THU111	THU113	THU114	THU118	THU119	THU120	THU124	THU127	THU128	THU143	THU164	THU165	THU168	THU173	THU177	THU179	THU182	THU183	THU185	THU187	THU190	THU197	THU198	THU199	BRZ001	BRZ004	BRZ005	BRZ006	BRZ008	BRZ011	BRZ013	BRZ014	BRZ015	BRZ019	BRZ020	BRZ021	BRZ025	BRZ026	BRZ027	BRZ028	BRZ031	BRZ033	BRZ034	BRZ039	BRZ040	BRZ041	BRZ044	BRZ045	BRZ046	BRZ047	BRZ052	BRZ054	BRZ057	BRZ066	BRZ068	BRZ070	BRZ071	BRZ083	BRZ099	BRZ107	BRZ108	BRZ110	BRZ111	BRZ114	BRZ115	LAN005	LAN017	LAN018	LAN019	LAN022	LAN029	LAN033	LAN038	LAN039	LAN040	LAN041	LAN042	LAN043	LAN044	LAN045	LAN047	LAN048	LAN049	LAN050	LAN052	LAN059	LAN060	LAN061	LAN062	LAN063	LAN064	LAN065	LAN067	LAN071	LAN072	LAN074	LAN087	LAN088	LAN089	LAN090	LAN092	LAN093	LAN095	LAN097	LAN098	LAN099	LAN102	LAN103	LAN111	LAN113	LAN114	LAN115	LAN117	LAN119	LAN130	LAN131	LAN132	LAN133	LAN134	LAN135	SUO001	SUO002	SUO003	SUO004	SUO005	SUO006	SUO009	SUO011	SUO012	SUO016	SUO019	SUO020	SUO022	SUO023	SUO027	SUO030	SUO031	SUO034	SUO043	SUO047	SUO048	SUO049	SUO056	SUO058	SUO059	SUO060	SUO061	SUO076	SUO077	SUO080	SUO081	SUO082	SUO083	SUO084	SUO087	SUO088	SUO090	SUO092	SUO094	SUO097	SUO099	SUO100	SUO101	SUO102	SUO104	SUO105	SUO108	SUO111	SUO112	SUO114	SUO115	SUO116	SUO117	SUO118	SUO119	SUO120	SUO122	SUO124	SUO125	SUO126	SUO127
WAL003	0	74.2225	73.6981	74.4754	74.0242	77.3002	74.2519	74.5554	68.0907	68.3788	68.6256	68.8258	68.7218	68.6172	68.4317	68.5791	68.6792	68.2507	68.0993	75.2082	74.4062	74.6749	74.5323	73.7536	69.2034	68.3004	68.6781	68.6629	68.8583	68.5016	68.1498	69.2201	69.2058	68.9928	68.2244	68.1379	69.2301	68.4121	68.7954	69.4165	68.9273	68.8373	68.4298	68.9798	69.0141	68.6858	72.5737	72.1774	68.0139	67.4231	67.3298	67.2822	67.5354	67.4697	67.2859	67.7356	67.4619	67.6037	67.6167	67.6911	68.3981	67.9473	67.6824	67.4736	67.8337	66.6615	65.831	65.8076	65.6071	65.8291	66.1384	65.8625	67.035	66.7576	66.1669	66.6011	66.774	66.0153	67.408	66.287	65.7207	65.6626	65.4778	65.6722	65.468	65.6921	65.8461	65.7587	65.8224	66.7899	67.3707	66.2107	66.7169	66.5874	66.4716	66.3861	66.4812	66.2997	66.6423	66.4582	67.5807	65.9113	66.5089	65.7464	66.3892	66.5497	66.5846	68.0236	66.3804	66.123	66.5171	66.3714	66.081	67.6458	66.8349	66.7577	66.1088	67.2335	67.133	67.9625	65.9672	66.9067	65.8097	66.2456	65.7647	65.9587	65.9122	66.0212	65.5297	65.3093	65.6218	65.5712	65.5067	65.5671	65.9527	65.4535	65.6516	65.798	65.8947	65.6891	65.5959	65.8094	65.7898	65.5932	66.333	66.0227	66.2768	66.2629	66.0985	65.981	66.0598	66.1405	65.6764	65.7994	65.7746	65.9438	66.1582	66.064	65.8744	65.881	65.7586	65.972	66.2605	56.943	56.9701	56.5372	56.6246	56.8465	56.8638	57.0167	57.0076	57.2473	57.0152	56.938	56.407	56.6245	56.8022	56.6983	56.8722	56.9109	57.0212	56.929	57.0446	56.4898	56.6971	57.0058	56.9633	56.8678	56.7681	56.7355	56.8922	56.5808	56.776	57.3936	56.8318	57.1095	56.9226	56.9713	57.0475	56.9663	56.911	57.0484	57.1747	57.0038	57.0636	56.8071	57.0817	57.3018	57.2539	56.8971	56.9463	56.5341	56.907	57.2269	56.5665	56.7579	56.6688	56.7045	55.3995	55.5085	55.3668	55.4271	55.4539	55.2142	55.5658	55.5095	55.7401	55.3307	55.3654	55.4713	55.3207	55.387	55.47	55.3684	55.3202	55.3009	55.2717	55.3204	55.2751	55.3674	55.3538	55.0782	55.2945	55.3437	55.452	55.7091	55.4856	55.5275	55.2947	55.1615	55.5413	55.4958	55.4468	55.2922	55.4358	55.0472	55.3896	55.2121	55.4208	55.3294	55.3261	55.3385	55.3059	55.4152	55.4932	55.4718	55.3443	55.6514	55.3674	55.9117	55.312	55.3606	56.9413	55.3077	55.3307	55.742	55.4438	55.3725	55.4832
WAL004	74.1006	0	74.4475	73.0422	73.0662	72.8089	72.8029	74.0714	67.8655	68.3747	68.4939	68.2702	68.0273	68.4148	68.2205	68.4534	68.0409	68.4298	67.8842	72.742	74.4125	74.3947	73.21	74.5304	68.2942	68.3743	68.6533	68.0191	68.1677	68.4208	68.3943	68.6531	68.7514	68.8276	67.9036	68.3716	68.974	68.7222	68.9231	68.2571	67.8979	68.4922	68.6841	68.871	68.5499	68.6779	71.6875	71.8367	67.618	67.2867	67.2293	67.2051	67.7664	67.5684	67.6037	68.3879	67.841	67.4007	67.3132	67.6642	67.3021	67.9403	67.5682	67.2679	67.5945	66.7288	65.7839	65.6699	65.7693	65.8727	65.9412	65.8454	67.1042	66.5133	65.9784	66.2147	66.2587	65.6994	67.6656	66.108	65.8027	65.6974	65.6471	65.5378	65.6221	65.6752	65.8975	65.769	65.9477	66.421	67.4404	65.9746	65.9717	66.1159	66.5802	66.1577	66.6127	66.2039	66.136	66.2497	68.0065	66.0853	66.3547	65.646	66.2229	66.3866	66.6454	68.0599	66.3543	66.3009	66.1805	65.9168	66.1443	67.2377	66.6207	66.5343	66.5972	66.963	67.1948	67.4814	65.9369	67.0207	66.0953	65.9349	65.9221	66.2407	65.8164	65.9667	65.7484	65.447	65.6012	65.6173	65.6564	65.845	65.6633	65.4193	65.5652	65.7257	65.5635	65.76	65.3436	65.5646	65.5373	65.4129	66.0948	66.1339	66.2055	66.0946	65.7462	66.1021	66.0145	65.4755	65.5711	65.7073	65.7389	66.0706	65.8796	66.15	65.4697	65.6836	66.1196	65.8546	65.8655	57.0874	57.2705	56.9404	56.8381	57.1107	57.1729	57.5117	57.4609	57.741	57.6087	57.1012	57.0731	56.9832	56.9986	56.8947	57.0414	57.094	57.2537	57.0411	57.3702	56.9229	57.0992	57.408	57.187	57.5513	57.1875	57.0982	57.2563	57.1581	57.3031	57.5062	56.8868	57.3158	57.278	57.4081	57.1709	57.0392	57.4254	57.2569	57.2551	56.7685	57.3723	57.19	57.2921	57.4656	57.3684	57.1871	57.2779	56.9482	57.3626	57.4604	57.4257	57.2368	57.008	57.0373	55.7205	55.7908	55.7989	55.6461	55.6819	55.4943	55.7493	55.5757	56.0064	55.636	55.7068	55.698	55.8088	55.4749	55.6011	55.6278	55.6477	55.2976	55.5948	55.5461	55.5159	55.6043	55.4827	55.4269	55.449	55.5823	55.4573	55.9412	55.5517	55.5397	55.4631	55.2954	55.7826	55.8237	55.5488	55.5697	55.562	55.3655	55.7039	55.4005	55.4446	55.6206	55.4968	55.5982	55.4473	55.6438	55.7966	55.5907	55.685	55.7179	55.3706	56.2717	55.5189	55.4434	57.0988	55.8358	55.4046	55.9631	55.5363	55.6225	56.0193
WAL006	73.613	74.4327	0	74.1657	73.9066	73.8633	73.1954	74.2078	68.2242	68.6112	68.3736	68.5975	68.5371	68.6173	67.8864	68.4085	68.8039	68.6675	68.5355	74.1058	74.0381	75.634	73.5116	73.8908	68.7052	68.3228	68.6302	68.1914	68.4749	68.5669	68.3658	69.0829	68.6034	68.384	68.0318	68.2083	68.3745	68.5359	68.4389	69.2204	68.5735	68.1661	68.4738	68.938	68.9085	68.2512	70.9255	71.7096	67.3436	67.5088	67.2488	67.1737	67.645	67.1869	66.9817	67.1839	67.7101	67.018	67.1615	67.4624	67.6558	67.8322	67.114	67.5377	67.6538	66.6532	65.9127	65.786	65.6017	65.8096	66.0085	65.6808	67.3402	66.8241	66.491	66.4535	66.2619	65.4778	67.5171	66.1039	65.957	65.9556	65.7209	65.7316	65.9254	65.8932	65.9434	65.8697	66.1354	66.6113	67.2984	66.4479	66.4644	66.4801	66.6205	66.7331	66.8157	66.6078	66.6295	66.6441	67.7322	66.3968	66.9543	66.0836	66.4109	66.6518	66.7035	68.0657	66.7114	66.3838	66.4968	66.5132	66.1376	67.6143	66.5343	66.7642	66.522	67.4435	67.1966	67.2163	66.157	66.8883	66.0087	66.0906	65.7691	66.0505	65.6755	65.9106	66.0119	65.4993	65.5076	65.6667	65.5762	65.9511	65.8024	65.7263	65.5963	65.6732	65.3549	65.5732	65.478	65.7376	66.1901	65.7483	66.3539	66.1785	66.6947	66.468	66.0036	66.1124	66.199	64.972	65.5733	65.9858	65.7984	65.9651	66.048	66.271	65.8664	65.7985	65.5104	66.0339	66.0333	56.9087	57.0201	56.8076	56.9529	56.9077	57.1128	56.9271	57.2323	57.2614	57.3401	57.0709	56.8281	56.8464	56.8472	56.767	56.8818	57.0364	56.954	57.0663	57.214	56.6725	56.8293	57.0653	56.9659	56.9912	56.63	56.8764	56.9641	56.8885	57.1339	57.4436	56.773	57.1446	57.0982	57.1601	57.0186	57.0349	57.16	57.0186	57.0682	56.8061	57.1443	56.8584	57.2415	57.2444	57.1034	56.8145	56.9828	56.6371	56.836	57.0772	56.8819	56.6632	57.0108	56.769	55.7217	55.5307	55.4358	55.8291	55.4639	55.4361	55.6697	55.5607	55.8629	55.5288	55.5838	55.5502	55.5007	55.625	55.5743	55.5486	55.5976	55.4422	55.4863	55.4877	55.556	55.6549	55.5721	55.4002	55.586	55.4969	55.6348	55.7854	55.6297	55.4181	55.2618	55.3051	55.602	55.6642	55.4303	55.5066	55.4898	55.307	55.6923	55.4295	55.4992	55.4757	55.437	55.5068	55.3432	55.5666	55.7632	55.5504	55.5198	55.7589	55.4786	55.9661	55.4354	55.5021	56.9124	55.5869	55.6203	55.7374	55.5647	55.4425	55.7058
WAL007	74.3702	73.0371	74.1799	0	74.5732	73.7388	73.6286	76.3074	68.2663	68.6771	68.3946	68.1838	68.0751	68.4296	68.4115	68.3897	68.3931	68.0381	67.9573	74.1363	74.3603	73.7048	73.4325	74.1112	68.7994	68.6517	68.9426	67.6961	69.2592	68.264	68.1038	68.3831	69.1666	68.6379	68.7347	68.3907	68.2213	68.2491	68.5009	68.8819	68.0616	68.8799	68.1899	68.5175	68.6652	68.2284	70.8115	71.5948	67.2658	67.2102	67.2585	67.2901	67.4332	67.7762	67.417	67.4418	67.4027	66.9482	67.0478	67.9551	67.2238	67.1443	67.683	67.4989	68.1257	67.0688	65.8135	66.0012	65.4958	65.9112	65.973	65.8668	67.4015	67.0125	66.2319	66.5339	66.4192	65.3967	67.8761	66.1666	65.9504	65.8872	65.9748	65.648	65.7854	65.7579	66.1009	65.9478	66.0608	66.8272	67.4866	66.4107	66.5917	66.5865	66.7466	66.7644	66.8499	66.4583	66.5429	66.633	67.7373	66.188	66.5539	66.2155	66.3573	66.6362	66.678	67.9217	66.5505	66.5425	66.7869	66.6377	66.2676	67.4896	66.5956	66.7232	66.0548	68.7964	67.6252	67.4852	66.2885	67.8025	66.0289	66.2313	65.9302	66.0904	66.0388	66.1707	65.7198	65.656	65.5976	66.0621	65.6135	65.8058	66.1831	65.6066	65.732	65.7181	65.8942	65.8231	65.6045	66.1102	65.8716	65.6838	66.6346	66.1993	66.8552	66.5074	66.2332	66.1937	66.2308	65.4287	65.6711	65.7395	65.6331	66.3064	66.1774	66.2679	65.8568	65.9721	65.7903	66.1345	65.9804	56.7611	57.0376	56.7084	56.5979	57.156	57.2015	57.0581	57.057	57.0727	57.0412	56.853	56.9749	56.5909	56.7466	56.8623	56.6423	56.8965	56.9404	57.2359	57.1754	56.6804	56.692	56.9461	56.8203	57.1607	56.8239	56.8076	56.8754	56.8958	57.1235	57.2223	56.8517	57.0073	56.974	57.3406	57.0109	56.9546	56.963	57.0101	57.0825	56.6067	57.0531	57.0625	56.927	57.0169	57.2203	56.8497	57.0225	56.7005	56.9414	57.0312	56.6246	56.715	56.8326	56.4279	55.5792	55.5405	55.3561	55.5916	55.4984	55.3712	55.5813	55.3466	55.7411	55.5091	55.7176	55.5117	55.4875	55.5007	55.4598	55.2771	55.5731	55.2088	55.3153	55.3661	55.3681	55.4899	55.4044	55.3098	55.4567	55.6041	55.48	55.5913	55.6344	55.4281	55.3008	55.2848	55.5693	55.6735	55.5561	55.5149	55.4971	55.139	55.5007	55.3938	55.4591	55.4785	55.3156	55.3549	55.2587	55.5704	55.4799	55.4868	55.4259	55.6522	55.3954	55.8468	55.31	55.2974	56.8624	55.6761	55.3913	55.7226	55.4721	55.4386	55.6415
WAL009	73.9812	73.1501	73.9364	74.587	0	73.9702	73.1405	73.9566	67.6239	68.5604	68.3161	68.1661	68.5012	68.0819	68.5843	68.6623	68.4385	67.9376	68.0615	74.0515	74.6567	74.1182	74.1055	74.7747	68.4752	68.121	68.6519	67.9998	68.5211	68.3368	68.1373	68.6054	68.9648	68.084	68.0879	68.1982	68.427	68.3658	68.1434	68.5143	68.1902	68.6353	68.2331	69.168	68.8412	68.3604	71.4318	71.4242	67.7346	67.8432	66.9492	67.7464	67.4263	67.2818	67.0204	67.6707	67.876	66.8903	67.1222	67.8135	67.7786	67.8956	67.0481	67.5819	67.5204	66.404	65.52	65.3977	65.6325	65.6861	66.1512	65.6035	67.3487	66.8634	66.0655	66.2049	66.3939	65.5111	67.1026	66.1369	65.6982	65.6145	65.5413	65.6413	65.2335	65.7256	65.8683	65.6298	65.5318	66.1892	67.3493	66.0214	66.5956	66.4717	66.2052	66.4334	66.266	66.2649	66.3749	65.9971	67.9683	65.8552	66.5222	65.8058	65.9111	66.4944	66.2624	68.8806	66.4001	66.2664	66.2701	66.2097	66.1583	67.6824	66.7288	66.6156	66.0413	67.2466	67.3532	67.3645	66.0622	66.8713	65.9576	66.0136	65.7954	66.203	65.7229	66.1493	65.6539	65.2057	65.5917	65.9285	65.2954	65.53	65.8603	65.2153	65.7004	65.621	65.5495	65.7633	65.4797	65.6971	65.568	65.8611	66.3257	66.0088	66.2313	66.118	65.832	66.2552	66.2746	65.0957	65.7497	65.5799	65.4133	66.2831	65.9325	65.9582	65.6356	65.6705	65.8258	65.6156	65.8948	57.3476	57.549	56.8798	56.8448	57.464	57.1899	57.2165	57.4769	57.7471	57.4632	57.264	57.026	56.7878	56.9089	57.0761	57.0761	57.1701	57.265	57.0837	57.5452	57.008	57.0214	57.2408	57.1689	57.1979	57.0592	57.1129	56.958	57.1904	57.3457	57.5556	57.04	57.6951	57.2382	57.5407	57.3956	57.1802	57.4676	57.3736	57.7795	56.8396	57.3946	56.9526	57.4904	57.702	57.5335	57.2164	56.9736	56.9983	57.2196	57.6906	56.9364	57.1346	56.9876	56.7778	55.7399	55.6549	55.6355	55.6318	55.4727	55.3837	55.5531	55.5981	56.0685	55.6637	55.6269	55.6284	55.6308	55.6278	55.3731	55.6212	55.5341	55.4447	55.5504	55.5074	55.4865	55.5845	55.5328	55.3238	55.6292	55.6315	55.6973	55.8033	55.6236	55.6672	55.6025	55.5856	55.7188	55.5801	55.569	55.5758	55.5828	55.2798	55.5539	55.2945	55.7254	55.7499	55.222	55.485	55.4998	55.6795	55.5624	55.76	55.6446	55.7788	55.4511	56.1845	55.5224	55.441	57.1213	55.685	55.6626	55.7	55.6603	55.6274	55.5813
WAL010	77.1465	72.8	73.857	73.725	73.9424	0	72.9975	73.56	67.9381	68.1284	68.2829	68.4686	68.1559	68.0751	68.2607	68.0844	67.984	68.3554	68.4983	73.7886	73.0997	73.9244	74.4148	74.385	69.3117	68.4855	68.5893	68.2711	69.1878	69.1158	68.5513	68.3179	68.975	68.7444	68.3661	68.4225	68.5382	68.5786	68.2937	68.2094	68.379	68.9135	68.5251	68.6688	68.8666	68.2248	71.1985	70.8236	67.7246	67.4403	67.2641	67.5312	67.483	67.5238	67.3238	67.6142	68.1832	67.2339	67.2174	67.886	67.6397	68.0999	67.8096	67.5557	67.7969	67.0628	65.7995	65.9276	65.7254	65.708	66.1489	65.7308	67.5742	67.0056	66.1611	66.4838	66.4329	65.7842	67.5229	66.4056	65.9369	66.0508	65.9578	65.9008	65.364	65.8712	66.1082	65.7904	65.8613	66.6024	67.1982	66.3847	66.5846	66.6074	66.5009	66.5267	66.7988	66.3672	66.459	66.3139	67.9687	66.1069	66.481	65.8355	66.5647	66.3619	66.6248	68.2374	66.5087	66.4897	66.2915	66.0096	66.2656	67.6797	66.7607	66.7417	66.4037	67.3287	67.0228	67.3765	66.3233	67.078	66.1264	66.3174	66.1243	65.9426	66.054	66.226	66.136	65.4013	65.5101	65.8456	65.7278	65.6379	65.5939	65.509	65.6646	65.7566	65.6341	65.9379	65.4925	65.6263	65.6556	65.7723	66.5522	66.2769	66.6368	66.56	65.9425	66.7182	66.408	65.6417	65.6127	65.5756	65.7258	66.2964	66.272	66.0806	65.7963	66.273	66.0483	66.077	65.9513	56.9153	57.1685	56.6827	56.8015	57.0536	57.0832	57.0442	57.1046	57.2778	57.1464	57.122	56.7213	56.7244	56.7699	56.7891	56.8932	56.9695	56.7334	56.9484	57.2932	56.5905	56.6694	57.0843	56.8951	56.6953	56.5737	57.0801	56.9311	56.8036	57.0689	57.3142	56.6215	57.2986	56.8779	57.4058	57.0927	56.905	57.2659	57.2181	57.1757	56.8843	57.2105	56.9851	57.0406	57.3416	57.3019	56.9522	56.9984	56.6644	56.7633	57.1164	56.6453	56.7197	56.7958	56.6144	55.647	55.4877	55.4765	55.5835	55.5113	55.3612	55.4948	55.535	55.779	55.5285	55.4866	55.6033	55.5145	55.4512	55.4303	55.3784	55.5017	55.332	55.4081	55.2887	55.5281	55.5389	55.5307	55.2443	55.4397	55.5051	55.4436	55.776	55.5025	55.3663	55.2713	55.2891	55.6887	55.6911	55.5278	55.5857	55.4508	55.1859	55.6525	55.269	55.4756	55.3696	55.4035	55.526	55.4332	55.4443	55.6697	55.5264	55.4478	55.7448	55.4369	56.1811	55.3983	55.3381	57.0906	55.6159	55.3158	55.7902	55.4704	55.5727	55.6039
WAL014	74.1752	72.8017	73.1836	73.6308	73.1224	73.0035	0	74.1766	68.1914	68.2065	68.5382	68.6436	68.6413	68.8083	69.03	68.2542	68.4236	67.9703	68.2952	72.5128	75.4972	74.6544	73.3105	74.4553	68.8224	68.3126	69.0353	67.8514	69.3361	68.2396	68.9323	68.666	68.6912	68.5705	67.8224	68.5205	68.6472	68.6011	68.8835	68.0672	68.1075	68.6747	68.5283	68.3485	69.4119	68.7753	70.2482	72.2365	67.3424	67.648	67.3017	67.0539	66.9899	67.2198	67.1699	67.1932	67.65	67.4978	67.0486	67.361	67.4512	67.7475	67.7256	67.5186	67.2624	66.9401	65.6585	65.3854	65.7905	65.9796	65.8015	65.9407	67.6082	66.9213	66.1589	66.4133	66.0192	65.5528	67.2842	66.1302	65.736	65.7849	65.7193	65.6005	65.6791	65.7007	65.9639	65.9876	65.8186	66.5339	67.3474	66.3038	66.3479	66.3708	66.4211	66.2724	66.5517	66.1756	66.5739	66.3807	68.0414	65.9811	66.2839	65.5378	66.649	66.5002	66.4771	67.7496	66.6854	66.2716	66.4328	66.2511	65.8053	67.0217	66.5034	66.5255	66.0955	67.2646	67.2054	67.4371	66.0591	66.6076	65.9942	65.9107	65.6954	65.6947	65.8461	65.939	65.6252	65.7526	65.8311	65.7898	65.511	65.8779	65.783	65.4557	65.6999	65.9105	65.8161	65.7103	65.5847	66.5758	65.7532	65.6652	66.4526	66.1955	66.2737	66.3994	65.7575	65.9976	66.1164	65.704	65.6925	66.1823	66.1512	65.7478	65.7833	66.255	65.9065	65.7524	65.9749	65.7778	66.0494	56.9338	57.3994	56.8683	56.9012	57.2175	57.2252	57.1517	57.1456	57.2684	57.4772	56.9613	57.1625	56.7814	56.8677	56.8976	57.047	57.1687	57.0441	57.1041	57.2837	56.976	56.8919	57.257	56.8896	57.3827	57.2086	56.8678	56.7899	57.0887	57.2537	57.4634	56.949	57.3957	56.9172	57.6691	57.052	57.0137	57.1911	57.1515	57.4863	56.9626	57.2653	56.7382	57.0933	57.3179	57.2304	57.1069	57.0774	56.6828	56.9089	57.1621	56.8256	56.9996	56.9965	56.8164	55.6082	55.8309	55.7618	55.588	55.687	55.5474	55.5748	55.4571	56.0393	55.5938	55.5206	55.8912	55.7029	55.6054	55.4659	55.4601	55.6594	55.4106	55.4469	55.4337	55.5346	55.5677	55.4342	55.4507	55.7253	55.6631	55.7662	55.8915	55.638	55.5279	55.4406	55.442	55.587	55.735	55.6732	55.6914	55.619	55.3215	55.6625	55.4017	55.6441	55.5497	55.6489	55.3817	55.476	55.6594	55.646	55.6599	55.6809	55.6931	55.5856	56.0157	55.5442	55.4766	56.9605	55.8071	55.6185	55.7973	55.4917	55.7364	56.0131
WAL016	74.548	74.0906	74.2456	76.3641	73.9663	73.6407	74.2143	0	68.4125	68.519	68.4899	68.293	68.3205	68.6826	68.4154	68.625	68.1528	68.0555	68.1746	73.888	75.0231	74.3325	75.1036	75.2807	69.0171	68.6617	69.2499	68.0312	68.7158	68.8647	68.5132	68.6922	69.2879	69.3008	68.471	68.5155	68.4271	68.5589	68.3416	68.9427	68.903	68.8891	68.3387	68.741	68.8473	68.5137	72.2759	71.6726	67.2645	67.1298	66.9793	66.9571	67.4967	67.2318	66.9223	67.6792	67.6312	67.2524	67.4291	67.6064	67.4334	67.6411	67.5296	67.5957	67.3876	66.6986	65.97	65.7451	65.8333	65.7929	66.3244	65.5148	67.3717	66.8461	66.2473	66.7701	66.3722	65.7445	67.8886	66.3028	65.8138	65.8677	65.4782	65.3479	65.6758	65.7604	66.0146	65.7369	65.957	66.401	67.6255	65.8448	66.1901	66.488	66.518	66.6217	66.5083	66.201	66.4586	66.207	67.7396	66.0077	66.5784	65.9982	66.1908	66.5088	66.7549	67.9695	66.6639	66.1474	66.6041	65.7846	66.3315	67.3537	66.5676	66.8471	66.5371	67.4032	67.0765	67.5276	66.6119	67.2211	65.8898	66.0142	65.8965	66.0581	66.1991	66.0587	65.7724	65.8578	65.8135	65.9104	65.7139	65.7702	65.9059	65.6483	65.991	66.1365	66.2516	65.9324	65.7087	65.9319	65.7423	66.1573	66.2888	65.9667	66.4743	66.3423	66.341	66.0969	66.2267	65.6778	65.3715	65.7723	65.686	66.158	66.2669	66.3744	65.8601	66.0841	66.3934	66.3014	65.9098	56.7134	56.8469	56.7469	56.5393	56.8793	56.8747	56.8172	56.9321	57.2169	57.1152	56.7138	56.742	56.4773	56.9133	56.8208	56.9312	57.2428	56.7207	57.1223	57.2369	56.7135	56.8038	56.9295	56.8038	57.1432	56.9422	56.7505	56.6681	56.7995	57.09	57.5494	56.8408	56.9315	56.9062	57.1028	57.1193	56.9733	57.0694	56.9725	56.9613	56.4994	56.8093	56.75	57.3352	57.2205	56.8794	56.7406	57.118	56.5314	57.304	56.8993	56.5526	56.9022	56.7534	56.8101	55.4674	55.4807	55.3474	55.4759	55.4293	55.2885	55.49	55.229	55.5829	55.4707	55.374	55.4256	55.4384	55.5624	55.4485	55.2841	55.4136	55.2878	55.3112	55.3344	55.3795	55.4253	55.3076	55.1746	55.3107	55.4098	55.3536	55.8386	55.4461	55.1696	55.2895	55.0855	55.6009	55.6224	55.5596	55.3756	55.3731	54.9726	55.4054	55.2396	55.3712	55.6007	55.2647	55.4401	55.2958	55.5032	55.5813	55.4057	55.449	55.4718	55.3586	55.9343	55.4826	55.3391	57.0052	55.5167	55.3743	55.6528	55.3232	55.4788	55.5959
WAL021	68.0839	67.874	68.2351	68.275	67.6279	67.9494	68.1967	68.3621	0	72.4047	73.3178	74.0954	74.1079	73.0704	73.6725	74.5928	72.8274	72.9916	74.5103	68.1044	67.9781	67.8668	68.378	68.1962	70.4153	70.8337	71.4481	71.4226	71.1839	71.1954	71.1814	71.8104	70.8659	71.1972	70.8021	70.679	70.8345	70.8237	71.7861	71.4065	71.3816	70.8564	70.5562	71.0017	71.0503	71.5502	68.9349	68.5939	66.9287	66.3324	66.4101	67.1116	66.9209	66.3823	66.7047	66.8427	66.6256	66.3692	66.6563	66.8383	67.4765	66.2108	66.9367	66.5046	67.1052	66.2527	66.2046	66.0963	66.5028	66.3847	66.3523	66.3795	66.6281	66.2191	65.7125	65.8933	66.054	66.5694	66.3891	65.8063	66.3206	66.3482	66.1436	66.3399	66.4345	66.3899	66.5637	65.9651	66.41	65.9848	66.6006	65.9372	65.8559	65.6239	66.2065	65.8299	66.1347	66.2072	66.02	65.8075	66.7187	65.9817	66.1435	66.3698	65.8849	65.5311	65.7356	67.0697	65.8636	65.9094	65.8518	66.2896	65.9217	66.691	66.2693	66.3163	65.9304	67.2542	67.0287	67.023	66.3419	66.7652	66.0803	66.3561	65.8906	66.0979	65.8233	65.947	66.2238	66.1729	66.458	66.322	66.1974	66.4777	66.5087	66.4959	66.3081	67.046	66.1942	66.1917	66.5017	66.4875	66.8556	66.6843	66.355	66.1865	66.0904	66.0921	66.417	66.2447	65.9999	65.9238	65.9783	66.7797	66.5438	66.0927	66.0405	66.1182	66.1024	65.9361	66.0275	66.236	66.3203	56.735	56.6046	56.9462	56.5962	57.4371	56.7759	56.6916	56.9874	57.181	56.9807	56.6483	56.7016	56.7314	56.5265	56.9353	57.0763	56.6674	56.6723	56.686	56.8234	56.4619	56.468	56.8742	56.8945	56.8261	56.7094	56.8563	56.9173	56.7081	56.5583	56.9815	56.7354	56.9366	56.9328	56.8785	56.9977	56.8204	56.9744	56.5441	56.9381	56.9547	56.7309	56.8673	56.6819	57.0874	57.0825	56.6515	56.955	56.4511	56.631	57.008	56.5211	56.5158	56.8095	56.7703	55.1841	55.4815	55.4209	55.3745	55.1853	55.2607	55.265	55.429	55.6119	55.4442	55.4481	55.2541	55.6225	55.2736	55.373	55.2572	55.458	55.145	55.2675	55.1754	55.0671	55.2653	55.3312	55.1067	55.4271	55.1396	55.4936	55.3795	55.298	55.3346	55.2478	55.0852	55.6151	55.3731	55.4109	55.2621	55.2968	55.1024	55.4661	55.7776	55.3316	55.3068	55.2543	55.3994	55.2498	55.4091	55.4474	55.7624	55.3631	55.4461	55.4046	56.0114	55.3213	55.2252	56.7368	55.4872	55.3716	55.555	55.3649	55.4925	55.362
