46	1
60	12750
61	13275
62	14354
63	14353
64	14780
65	13800
66	15870
67	15698
68	16602
69	16477
70	17377
71	18180
72	17291
73	17891
74	19662
75	19469
76	20858
77	20270
78	20755
79	20797
80	21796
81	20563
82	22586
83	21646
84	27375
85	23260
86	23859
87	23934
88	29539
89	26322
90	24057
91	22634
92	23457
93	25154
94	25614
95	24037
96	23013
97	23221
98	26811
99	23759
100	24734
101	24390
102	26445
103	26169
104	23056
105	23391
106	24779
107	24943
108	25647
109	23407
110	24189
111	24629
112	27744
113	26086
114	26318
115	26165
116	29902
117	26820
118	26228
119	26370
120	28563
121	29836
122	31007
123	32821
124	34525
125	35528
126	35859
127	33415
128	30011
129	33391
130	30002
131	39837
132	40644
133	34531
134	34551
135	39147
136	45718
137	46243
138	54484
139	59640
140	119402
141	1738962
142	85530
143	71875
144	52231
145	65953
146	79886
147	50579
148	31362
149	22914
150	33140
151	19843
152	25095
153	25024
154	30169
155	23180
156	21417
157	27092
158	22178
159	28218
160	23601
161	24455
162	26119
163	22547
164	26416
165	20631
166	22571
167	31229
168	24947
169	24495
170	23806
171	32798
172	25714
173	26537
174	26085
175	30999
176	23594
177	27461
178	24132
179	27741
180	26234
181	32530
182	27296
183	31997
184	28289
185	28103
186	24878
187	28117
188	28111
189	32107
190	23937
191	28545
192	34209
193	35236
194	26039
195	31375
196	29214
197	32955
198	29741
199	25508
200	29601
201	36250
202	47951
203	32959
204	33997
205	34089
206	36758
207	35314
208	33060
209	36010
210	41025
211	32878
212	34644
213	42193
214	40722
215	41427
216	39543
217	45722
218	38216
219	45328
220	43041
221	52723
222	57091
223	62568
224	74525
225	63955
226	106211
227	93025
228	83425
229	86633
230	59741
231	54733
232	65805
233	69709
234	68830
235	118693
236	110928
237	325824
238	79155
239	44218
240	32982
241	31874
242	28324
243	28033
244	24673
245	25832
246	25968
247	25604
248	22716
249	28351
250	27319
251	25033
252	20116
253	26500
254	21716
255	23197
256	22730
257	27422
258	25302
259	25069
260	23925
261	21760
262	23404
263	26291
264	21436
265	21905
266	25467
267	25121
268	22668
269	25686
270	31370
271	25321
272	22675
273	26545
274	23256
275	25403
276	26473
277	25095
278	33225
279	28971
280	44146
281	27440
282	28091
283	26123
