chr	sp	fish	MinCov	MaxCov	AverCov	SDCov
LR778285.1	C.albellus	BRZ025	6	273.705	63.0992644738893	54.3996714414443
LR778286.1	C.albellus	BRZ025	6	786.949	62.0947325735294	62.6942331062987
LR778287.1	C.albellus	BRZ025	6	612.257	73.5888848406677	76.8667293282415
LR778288.1	C.albellus	BRZ025	6	482.358	64.3455373882897	56.6775355121076
LR778289.1	C.albellus	BRZ025	6	400.845	68.3215487639613	64.3084581173094
LR778290.1	C.albellus	BRZ025	6	1273.9	90.1689841263158	107.187855875602
LR778291.1	C.albellus	BRZ025	6	420.47	61.4803209292035	57.2928117782701
LR778292.1	C.albellus	BRZ025	6	204.209	65.4649864864865	54.2525590656339
LR778253.1	C.albellus	BRZ026	6	2451.66	67.0331848229814	74.4135389226339
LR778254.1	C.albellus	BRZ026	6	237.859	62.3270750539957	53.7143060673447
LR778255.1	C.albellus	BRZ026	6	304.354	62.8770185360524	53.5118569980252
LR778256.1	C.albellus	BRZ026	6	503.599	67.4434558667573	63.4442866990322
LR778257.1	C.albellus	BRZ026	6	696.658	64.9664205769231	60.1765814009316
LR778258.1	C.albellus	BRZ026	6	424.863	63.9355857898449	55.5131656217397
LR778259.1	C.albellus	BRZ026	6	502.81	63.9261080317848	59.559281135317
LR778260.1	C.albellus	BRZ026	6	520.803	64.6023062291385	56.6536771685017
LR778261.1	C.albellus	BRZ026	6	2295.31	65.3161036622807	70.9910022695278
LR778262.1	C.albellus	BRZ026	6	297.909	63.3503252077151	54.672379538961
LR778263.1	C.albellus	BRZ026	6	313.074	65.7693227790644	54.6555541617502
LR778264.1	C.albellus	BRZ026	6	704.72	63.1489808093278	57.2290939825183
LR778265.1	C.albellus	BRZ026	6	2252.54	66.5103830356271	73.343323768379
LR778266.1	C.albellus	BRZ026	6	2418.75	65.5517619545175	81.4198665864908
LR778267.1	C.albellus	BRZ026	6	616.183	62.4326255573593	57.4951603060377
LR778268.1	C.albellus	BRZ026	6	301.289	64.7528621876705	54.930333498329
LR778269.1	C.albellus	BRZ026	6	420.601	66.8912657634828	58.5977947225928
LR778270.1	C.albellus	BRZ026	6	750.321	65.2061710243632	60.7527114223701
LR778271.1	C.albellus	BRZ026	6	1229.18	64.2281603378378	60.3053003044666
LR778272.1	C.albellus	BRZ026	6	242.115	66.2362679142708	54.8733510614885
LR778273.1	C.albellus	BRZ026	6	525.618	65.0708608275463	56.6332102883979
LR778274.1	C.albellus	BRZ026	6	1029.37	95.2304762355531	104.627412521191
LR778275.1	C.albellus	BRZ026	6	495.904	65.8324479815456	58.4886584007853
LR778276.1	C.albellus	BRZ026	6	504.075	65.3765688083832	56.6375280568031
LR778277.1	C.albellus	BRZ026	6	362.781	64.7523871206691	56.6072662533761
LR778278.1	C.albellus	BRZ026	6	1252.24	63.9905983165382	61.8610770410106
LR778279.1	C.albellus	BRZ026	6	301.014	61.8969426400477	53.7997352187962
LR778280.1	C.albellus	BRZ026	6	463.561	75.2669618834609	79.1662636162659
LR778281.1	C.albellus	BRZ026	6	1052.12	63.669283119482	59.6593074723854
LR778282.1	C.albellus	BRZ026	6	1142.85	63.4634193844297	59.9835399533397
LR778283.1	C.albellus	BRZ026	6	514.714	64.0294945639535	55.2747967596478
LR778284.1	C.albellus	BRZ026	6	1354.99	88.6430759525297	102.354451800135
LR778285.1	C.albellus	BRZ026	6	303.492	64.9644528388928	55.0143394760767
LR778286.1	C.albellus	BRZ026	6	1537.15	63.707438726869	71.2435464207791
LR778287.1	C.albellus	BRZ026	6	628.238	73.2665632774799	76.0934410843943
LR778288.1	C.albellus	BRZ026	6	232.6	65.0688086770981	54.753415473949
LR778289.1	C.albellus	BRZ026	6	433.721	69.543239076412	64.8376605021628
LR778290.1	C.albellus	BRZ026	6	1195.96	86.1450971869328	101.627625863692
LR778291.1	C.albellus	BRZ026	6	444.652	62.9901761660079	56.6587769692423
LR778292.1	C.albellus	BRZ026	6	157.32	67.0821075609756	49.300768933544
LR778253.1	C.albellus	BRZ027	6	2903.41	71.2914827415144	87.7453628051785
LR778254.1	C.albellus	BRZ027	6	329.295	65.2167455855856	65.0069779672398
LR778255.1	C.albellus	BRZ027	6	360.436	66.093681854899	66.5320618620827
LR778256.1	C.albellus	BRZ027	6	887.306	72.1734234677132	80.4637198496318
LR778257.1	C.albellus	BRZ027	6	669.537	67.7436681081081	72.4370354250581
LR778258.1	C.albellus	BRZ027	6	446.957	65.4942753400868	66.5556558587315
LR778259.1	C.albellus	BRZ027	6	649.429	67.5986267673522	72.4151416770475
LR778260.1	C.albellus	BRZ027	6	460.321	69.3161344855382	69.7988022648189
LR778261.1	C.albellus	BRZ027	6	2144.69	68.7851656815053	78.9723864530417
LR778262.1	C.albellus	BRZ027	6	419.134	66.431837007874	66.4151005029275
LR778263.1	C.albellus	BRZ027	6	339.707	69.8839992686494	68.0022467939988
LR778264.1	C.albellus	BRZ027	6	534.973	67.4406319086149	69.9230193821449
LR778265.1	C.albellus	BRZ027	6	2314.7	70.1752139271047	84.5551557215722
LR778266.1	C.albellus	BRZ027	6	2019.28	70.4246439388021	85.1900850501348
LR778267.1	C.albellus	BRZ027	6	563.399	67.9508701111111	68.5494537082463
LR778268.1	C.albellus	BRZ027	6	547.694	68.6788683854463	68.3253198599422
LR778269.1	C.albellus	BRZ027	6	577.227	69.1543229477859	71.4576930809518
LR778270.1	C.albellus	BRZ027	6	969.385	72.2079517080378	78.7012495807319
LR778271.1	C.albellus	BRZ027	6	1210.05	67.3705771661721	72.0340347980206
LR778272.1	C.albellus	BRZ027	6	379.707	69.8512318921833	68.256223571085
LR778273.1	C.albellus	BRZ027	6	359.352	68.5116860060976	67.6527238153451
LR778274.1	C.albellus	BRZ027	6	1114.94	98.7226418798665	127.918290321863
LR778275.1	C.albellus	BRZ027	6	539.198	67.5247528083832	69.1490499416123
LR778276.1	C.albellus	BRZ027	6	851.902	67.8723916919345	69.0437016078685
LR778277.1	C.albellus	BRZ027	6	617.56	69.8979547183099	70.617388659516
LR778278.1	C.albellus	BRZ027	6	670.422	68.5716525444513	69.4109608028909
LR778279.1	C.albellus	BRZ027	6	437.559	67.7574822200896	68.6392581882266
LR778280.1	C.albellus	BRZ027	6	706.2	79.6831683061101	97.8240764867049
LR778281.1	C.albellus	BRZ027	6	2191.4	69.3755560815822	85.7460954523676
LR778282.1	C.albellus	BRZ027	6	877.637	67.5194606786172	69.7935288632497
LR778283.1	C.albellus	BRZ027	6	642.703	68.3795821940667	68.4147767822165
LR778284.1	C.albellus	BRZ027	6	1644.28	91.1949221684475	121.511127522661
LR778285.1	C.albellus	BRZ027	6	342.929	67.1997002220577	66.4361489376314
LR778286.1	C.albellus	BRZ027	6	1599.27	68.0919418223584	85.9893462773964
LR778287.1	C.albellus	BRZ027	6	946.38	76.4863011623109	93.44738474502
LR778288.1	C.albellus	BRZ027	6	968.074	71.6581160911809	72.8931387304547
LR778289.1	C.albellus	BRZ027	6	514.872	73.2867306870229	77.588547641076
LR778290.1	C.albellus	BRZ027	6	1878.15	94.8955862441752	136.34530803175
LR778291.1	C.albellus	BRZ027	6	418.755	64.7930521181263	68.3024350493667
LR778292.1	C.albellus	BRZ027	6	238.398	73.5272689473684	66.990658828893
LR778253.1	C.albellus	BRZ028	6	3072.99	90.3114184201131	105.779947915389
LR778254.1	C.albellus	BRZ028	6	324.441	81.7035202070393	77.3187979514812
LR778255.1	C.albellus	BRZ028	6	572.785	83.9036480536451	79.9842510560295
LR778256.1	C.albellus	BRZ028	6	637.156	89.9649658810069	90.6407743299568
LR778257.1	C.albellus	BRZ028	6	669.016	83.9245324966622	81.7706493619662
LR778258.1	C.albellus	BRZ028	6	409.009	84.7192984389593	79.6374545530879
LR778259.1	C.albellus	BRZ028	6	748.528	83.8476508543008	85.0204904228862
LR778260.1	C.albellus	BRZ028	6	701.048	87.9278945747928	82.9872375743756
LR778261.1	C.albellus	BRZ028	6	2071.3	90.0191255713058	88.9804778705271
LR778262.1	C.albellus	BRZ028	6	356.067	84.303723627405	79.6752225749515
LR778263.1	C.albellus	BRZ028	6	575.753	85.6520769315189	78.8213363140509
LR778264.1	C.albellus	BRZ028	6	482.86	83.2849272374728	78.5879123082186
LR778265.1	C.albellus	BRZ028	6	3277.7	89.0149271629214	105.769184311835
LR778266.1	C.albellus	BRZ028	6	3967.45	87.6661398881037	124.152407439107
LR778267.1	C.albellus	BRZ028	6	636.619	82.8514216935065	79.7569408035776
LR778268.1	C.albellus	BRZ028	6	521.901	86.6672820250522	81.4916904882748
LR778269.1	C.albellus	BRZ028	6	456.098	88.9458953544776	83.6364959897785
LR778270.1	C.albellus	BRZ028	6	821.804	86.8945455995659	82.8447724574369
LR778271.1	C.albellus	BRZ028	6	919.979	83.5693636021749	81.1832506591298
LR778272.1	C.albellus	BRZ028	6	325.015	86.957917177854	79.9103200317138
LR778273.1	C.albellus	BRZ028	6	692.249	86.6739605116796	81.158353306131
LR778274.1	C.albellus	BRZ028	6	1259.31	119.610777642358	145.150794264063
LR778275.1	C.albellus	BRZ028	6	681.996	87.7141819308036	84.1432125819674
LR778276.1	C.albellus	BRZ028	6	554.11	86.161493352081	80.4057574179953
LR778277.1	C.albellus	BRZ028	6	483.667	86.9670082957828	81.7107605272541
LR778278.1	C.albellus	BRZ028	6	1095.65	85.3745071072036	82.2155196346021
LR778279.1	C.albellus	BRZ028	6	380.564	85.1111427251598	78.8036028185417
LR778280.1	C.albellus	BRZ028	6	614.882	95.8702593191721	110.962480437351
LR778281.1	C.albellus	BRZ028	6	1524.24	84.9656297377232	86.5861474080759
LR778282.1	C.albellus	BRZ028	6	857.869	84.9706459731935	81.5188975311386
LR778283.1	C.albellus	BRZ028	6	584.857	86.0220129408482	80.2657547549191
LR778284.1	C.albellus	BRZ028	6	1642.92	111.478960733524	138.054628832523
LR778285.1	C.albellus	BRZ028	6	638.699	85.3170200929615	81.1047769557849
LR778286.1	C.albellus	BRZ028	6	1595.55	82.6988083988764	96.1196261778603
LR778287.1	C.albellus	BRZ028	6	918.674	94.8719751495862	106.52943248263
LR778288.1	C.albellus	BRZ028	6	466.642	88.8386595711368	80.9210527927131
LR778289.1	C.albellus	BRZ028	6	1125.7	92.6686110869565	97.1146458800973
LR778290.1	C.albellus	BRZ028	6	2000.85	111.737283676717	148.620936228841
LR778291.1	C.albellus	BRZ028	6	731.336	86.3293350439883	84.3412528548181
LR778292.1	C.albellus	BRZ028	6	244.062	79.5426255319149	75.387351577228
LR778253.1	C.albellus	BRZ031	6	4297.52	48.7879818958333	91.7872699509046
LR778254.1	C.albellus	BRZ031	6	201.424	43.6913421915584	40.1749629505119
LR778255.1	C.albellus	BRZ031	6	210.882	44.1873938204925	41.0178104205083
LR778256.1	C.albellus	BRZ031	6	446.858	49.0853351787774	49.9219476351981
LR778257.1	C.albellus	BRZ031	6	243.678	44.2932778359375	42.5072804546212
LR778258.1	C.albellus	BRZ031	6	406.515	44.9588691608392	42.6223187885193
LR778259.1	C.albellus	BRZ031	6	301.886	46.3293678596008	45.2098870896877
LR778260.1	C.albellus	BRZ031	6	470.885	46.9573805727319	44.2716522781967
LR778261.1	C.albellus	BRZ031	6	2290.28	46.7313324563954	64.1072084956958
LR778262.1	C.albellus	BRZ031	6	238.713	44.4984841222222	41.0518766660635
LR778263.1	C.albellus	BRZ031	6	252.395	47.8524925131718	42.6308577808937
LR778264.1	C.albellus	BRZ031	6	355.899	45.6488927137737	43.8915253987474
LR778265.1	C.albellus	BRZ031	6	2419.65	48.1407300926431	69.4711065051939
LR778266.1	C.albellus	BRZ031	6	1562.24	47.341697024055	59.6915105886648
LR778267.1	C.albellus	BRZ031	6	1014.12	45.8243156152405	48.8256232532314
LR778268.1	C.albellus	BRZ031	6	234.086	45.3898379987871	42.0582834869791
LR778269.1	C.albellus	BRZ031	6	381.913	48.0513938832853	46.050981363158
LR778270.1	C.albellus	BRZ031	6	661.016	48.7919236700125	50.1831678644119
LR778271.1	C.albellus	BRZ031	6	945.91	45.9653611573824	46.6249439748124
LR778272.1	C.albellus	BRZ031	6	301.306	46.6672093897524	42.7876312912012
LR778273.1	C.albellus	BRZ031	6	285.515	46.5156246360656	42.3799260275192
LR778274.1	C.albellus	BRZ031	6	784.02	67.1649856670673	80.5442144801015
LR778275.1	C.albellus	BRZ031	6	297.017	45.9675451272016	42.9068662757997
LR778276.1	C.albellus	BRZ031	6	402.32	44.9252507934426	42.2172378751889
LR778277.1	C.albellus	BRZ031	6	531.61	46.6396412837838	44.7565499440066
LR778278.1	C.albellus	BRZ031	6	615.014	47.0292598753281	44.8295839766741
LR778279.1	C.albellus	BRZ031	6	231.83	45.6666142769441	42.351555534745
LR778280.1	C.albellus	BRZ031	6	423.254	53.8899863185042	63.2414519798264
LR778281.1	C.albellus	BRZ031	6	1177.49	46.5787843141153	51.272552911927
LR778282.1	C.albellus	BRZ031	6	609.734	44.4790158525034	43.151564657112
LR778283.1	C.albellus	BRZ031	6	270.978	44.7215438290933	41.2228102953206
LR778284.1	C.albellus	BRZ031	6	884.608	65.0059452086231	77.7856067152174
LR778285.1	C.albellus	BRZ031	6	223.687	44.6946555400155	40.5885724220431
LR778286.1	C.albellus	BRZ031	6	2161.46	48.1991501736973	81.6651612567244
LR778287.1	C.albellus	BRZ031	6	687.53	52.2456419417476	59.6422635752151
LR778288.1	C.albellus	BRZ031	6	413.682	48.0617479442231	43.8192738759093
LR778289.1	C.albellus	BRZ031	6	429.313	48.8894920043892	48.7168817173263
LR778290.1	C.albellus	BRZ031	6	797.857	64.691769491018	82.3268867094223
LR778291.1	C.albellus	BRZ031	6	581.362	44.6515103930131	45.8475917376651
LR778292.1	C.albellus	BRZ031	6	163.371	46.4269434210526	42.4072107437906
LR778253.1	C.albellus	BRZ033	6	1337.83	33.4258419036697	38.8093075580213
LR778254.1	C.albellus	BRZ033	6	151.331	30.9490412906137	26.4114721069063
LR778255.1	C.albellus	BRZ033	6	137.175	31.7633911591536	26.5899266250409
LR778256.1	C.albellus	BRZ033	6	281.923	34.9205017754569	33.0712116941194
LR778257.1	C.albellus	BRZ033	6	366.281	32.6442012489006	31.615357738114
LR778258.1	C.albellus	BRZ033	6	305.691	31.0406019915612	27.7824069533046
LR778259.1	C.albellus	BRZ033	6	293.542	32.7200165073246	29.5081640867709
LR778260.1	C.albellus	BRZ033	6	217.814	33.163124498037	29.1231973172936
LR778261.1	C.albellus	BRZ033	6	2128.15	32.9254711594203	55.179181484429
LR778262.1	C.albellus	BRZ033	6	150.445	31.4035609756098	26.3937738583063
LR778263.1	C.albellus	BRZ033	6	154.533	32.585998708025	27.5162080227771
LR778264.1	C.albellus	BRZ033	6	227.49	31.503774356492	27.5358758020705
LR778265.1	C.albellus	BRZ033	6	1838.92	34.4391064051095	52.6593388161074
LR778266.1	C.albellus	BRZ033	6	860.716	33.1701370881226	36.5958206295759
LR778267.1	C.albellus	BRZ033	6	352.601	31.7842683538251	28.7077323000802
LR778268.1	C.albellus	BRZ033	6	168.208	32.6639473648649	27.3979251994394
LR778269.1	C.albellus	BRZ033	6	274.653	33.6085469561688	29.9498671830483
LR778270.1	C.albellus	BRZ033	6	256.056	33.9538983683473	30.4678058745621
LR778271.1	C.albellus	BRZ033	6	503.379	31.848556614552	29.0499924250738
LR778272.1	C.albellus	BRZ033	6	166.374	33.1100572774194	27.4554233961129
LR778273.1	C.albellus	BRZ033	6	168.103	31.8042701146953	26.892609520309
LR778274.1	C.albellus	BRZ033	6	435.735	50.4146462567935	54.8113827665869
LR778275.1	C.albellus	BRZ033	6	264.483	32.0362406352605	27.520950412569
LR778276.1	C.albellus	BRZ033	6	326.417	31.9089941409692	28.0708250571512
LR778277.1	C.albellus	BRZ033	6	243.844	32.7496108265078	28.570514359215
LR778278.1	C.albellus	BRZ033	6	272.17	32.3979804594401	28.6089434090359
LR778279.1	C.albellus	BRZ033	6	190.606	32.3476648908954	28.527837969322
LR778280.1	C.albellus	BRZ033	6	374.056	39.1846252765648	42.1136952211001
LR778281.1	C.albellus	BRZ033	6	946.225	32.3971772327965	36.4502467072314
LR778282.1	C.albellus	BRZ033	6	607.351	32.7275983938224	31.3316184570387
LR778283.1	C.albellus	BRZ033	6	160.724	31.2153042743682	26.5776090152185
LR778284.1	C.albellus	BRZ033	6	463.039	45.458406440281	49.670798996777
LR778285.1	C.albellus	BRZ033	6	149.43	32.1096600965759	26.7626536773888
LR778286.1	C.albellus	BRZ033	6	831.076	32.7237693284269	39.6661025398215
LR778287.1	C.albellus	BRZ033	6	680.831	37.2420024214104	41.0707471575404
LR778288.1	C.albellus	BRZ033	6	229.102	33.0663680436681	28.6453907096272
LR778289.1	C.albellus	BRZ033	6	260.133	34.5226062520458	31.9751978705627
LR778290.1	C.albellus	BRZ033	6	385.447	46.380827612978	50.8293087176288
LR778291.1	C.albellus	BRZ033	6	228.049	32.0618344211823	29.7858614992382
LR778292.1	C.albellus	BRZ033	6	107.818	31.9539834375	26.5370337062221
LR778253.1	C.albellus	BRZ034	6	1473.9	40.742800819209	46.2728880319829
LR778254.1	C.albellus	BRZ034	6	200.958	36.9228671912833	32.9084766570368
LR778255.1	C.albellus	BRZ034	6	215.066	37.5983370080645	34.2754707053061
LR778256.1	C.albellus	BRZ034	6	364.09	40.8002440416667	41.1329021783018
LR778257.1	C.albellus	BRZ034	6	394.842	38.1606997235387	37.7699341679068
LR778258.1	C.albellus	BRZ034	6	851.482	38.7796703537736	41.6234772953143
LR778259.1	C.albellus	BRZ034	6	549.673	39.1676179558011	39.4917550381515
LR778260.1	C.albellus	BRZ034	6	287.198	39.5478850479556	35.7866056990794
LR778261.1	C.albellus	BRZ034	6	2143.06	40.1709882169028	57.9039768431699
LR778262.1	C.albellus	BRZ034	6	186.139	38.431307241573	33.7440699944696
LR778263.1	C.albellus	BRZ034	6	226.481	40.3691176959248	35.5576809913547
LR778264.1	C.albellus	BRZ034	6	284.685	39.0730723839332	35.9701000522458
LR778265.1	C.albellus	BRZ034	6	1814.72	40.5121222325328	53.9722996988113
LR778266.1	C.albellus	BRZ034	6	1394.48	40.4990940233838	50.9700729562243
LR778267.1	C.albellus	BRZ034	6	857.503	39.2519256637717	40.9410007073561
LR778268.1	C.albellus	BRZ034	6	227.972	38.690152675198	34.878514662609
LR778269.1	C.albellus	BRZ034	6	260.303	40.2238294240461	37.5760941983024
LR778270.1	C.albellus	BRZ034	6	460.473	40.7907128329146	39.5225791394462
LR778271.1	C.albellus	BRZ034	6	528.657	38.5282957173913	36.3845677883031
LR778272.1	C.albellus	BRZ034	6	259.565	39.5016210414269	34.7607760809282
LR778273.1	C.albellus	BRZ034	6	237.456	38.4815962434896	33.869290932484
LR778274.1	C.albellus	BRZ034	6	714.953	59.3038239704069	68.0747222607393
LR778275.1	C.albellus	BRZ034	6	275.826	38.7482536322581	35.3282062343078
LR778276.1	C.albellus	BRZ034	6	581.458	39.0880661173369	36.6407124496055
LR778277.1	C.albellus	BRZ034	6	521.596	39.5185255852843	37.7129524673072
LR778278.1	C.albellus	BRZ034	6	296.66	38.3697959034573	34.7961407009228
LR778279.1	C.albellus	BRZ034	6	206.503	38.4741854786151	34.7380397955061
LR778280.1	C.albellus	BRZ034	6	429.965	47.6913566027759	52.9412757550648
LR778281.1	C.albellus	BRZ034	6	1576.61	39.7635217063492	52.7192981489219
LR778282.1	C.albellus	BRZ034	6	510.491	38.0606746263587	36.0846505657832
LR778283.1	C.albellus	BRZ034	6	327.022	38.6585240645586	34.991966102166
LR778284.1	C.albellus	BRZ034	6	384.742	54.6295728977273	61.2257564444153
LR778285.1	C.albellus	BRZ034	6	275.409	38.0111524922118	34.5275620569407
LR778286.1	C.albellus	BRZ034	6	868.677	38.9223749632653	44.4398694482609
LR778287.1	C.albellus	BRZ034	6	1830.13	46.5089145061728	68.833056896817
LR778288.1	C.albellus	BRZ034	6	190.504	40.7713834294872	36.1308656335075
LR778289.1	C.albellus	BRZ034	6	322.808	42.3011024212894	40.343322492638
LR778290.1	C.albellus	BRZ034	6	1208.22	56.3463304747475	75.522621419132
LR778291.1	C.albellus	BRZ034	6	417.799	37.5978673137698	36.1262637037583
LR778292.1	C.albellus	BRZ034	6	139.713	37.9091555263158	33.5593599486212
LR778253.1	C.albellus	BRZ039	6	3740.25	70.8713940906106	92.8785839240443
LR778254.1	C.albellus	BRZ039	6	287.471	65.05444841306	61.0252846953909
LR778255.1	C.albellus	BRZ039	6	289.296	66.0805044774981	60.4359413350439
LR778256.1	C.albellus	BRZ039	6	554.458	71.8123347876588	71.8934454783001
LR778257.1	C.albellus	BRZ039	6	471.995	66.9640311368736	63.1522961057002
LR778258.1	C.albellus	BRZ039	6	405.799	66.0425796213809	61.1856183939985
LR778259.1	C.albellus	BRZ039	6	658.119	67.4324280401035	68.0004578466892
LR778260.1	C.albellus	BRZ039	6	632.8	68.6216030393097	63.9828838794932
LR778261.1	C.albellus	BRZ039	6	2547.01	70.601886461755	81.1920807784912
LR778262.1	C.albellus	BRZ039	6	354.72	66.9626536248683	61.7096442994776
LR778263.1	C.albellus	BRZ039	6	375.506	69.427933913471	61.7738675569841
LR778264.1	C.albellus	BRZ039	6	381.553	66.9596722412948	62.0901898819302
LR778265.1	C.albellus	BRZ039	6	2718.26	70.7785980767237	86.9595731106945
LR778266.1	C.albellus	BRZ039	6	1733.04	68.5842695029431	75.9564739413785
LR778267.1	C.albellus	BRZ039	6	704.312	67.1678963768962	66.5230687694643
LR778268.1	C.albellus	BRZ039	6	359.175	67.727226283084	62.0271304783911
LR778269.1	C.albellus	BRZ039	6	480.416	70.1784283977901	64.5875870014822
LR778270.1	C.albellus	BRZ039	6	392.991	69.1202025598086	64.6411189961985
LR778271.1	C.albellus	BRZ039	6	893.745	65.8469542720884	63.6187440942626
LR778272.1	C.albellus	BRZ039	6	303.429	70.4557079361585	62.1130472622142
LR778273.1	C.albellus	BRZ039	6	346.693	68.7701899071782	62.4132158356767
LR778274.1	C.albellus	BRZ039	6	956.936	104.852368270945	120.568263472616
LR778275.1	C.albellus	BRZ039	6	469.68	66.8324863375224	62.8849048221312
LR778276.1	C.albellus	BRZ039	6	739.37	67.9854230080296	65.7413352168893
LR778277.1	C.albellus	BRZ039	6	542.56	68.7966251013942	64.3320178526665
LR778278.1	C.albellus	BRZ039	6	764.816	68.0274760776942	64.1760474177808
LR778279.1	C.albellus	BRZ039	6	308.34	65.5376322858942	60.2997127820537
LR778280.1	C.albellus	BRZ039	6	731.107	80.112315971268	92.5289914953487
LR778281.1	C.albellus	BRZ039	6	1712.41	69.3934042412698	74.164567600146
LR778282.1	C.albellus	BRZ039	6	820.392	66.8810948484848	63.7410491877329
LR778283.1	C.albellus	BRZ039	6	570.374	67.0226120123077	62.488527517281
LR778284.1	C.albellus	BRZ039	6	1290.95	97.4965448917456	113.06681955861
LR778285.1	C.albellus	BRZ039	6	521.404	67.4394008523145	62.3686406295918
LR778286.1	C.albellus	BRZ039	6	1838.33	66.1201478631822	82.1892140406497
LR778287.1	C.albellus	BRZ039	6	601.537	76.5122552217453	82.4526550572947
LR778288.1	C.albellus	BRZ039	6	412.091	70.1501412054587	62.3518338857193
LR778289.1	C.albellus	BRZ039	6	487.827	74.0085467929825	71.5774617356141
LR778290.1	C.albellus	BRZ039	6	1373.57	95.9073910763209	120.511070601162
LR778291.1	C.albellus	BRZ039	6	388.362	67.4145516254037	64.8146663716456
LR778292.1	C.albellus	BRZ039	6	221.67	69.9900794871795	61.5098626336875
LR778253.1	C.albellus	BRZ040	6	3520.82	52.6968569742814	82.5801088910511
LR778254.1	C.albellus	BRZ040	6	195.83	48.2227424823944	41.4586187805974
LR778255.1	C.albellus	BRZ040	6	216.409	49.0522353231598	41.3540799489566
LR778256.1	C.albellus	BRZ040	6	371.451	52.7424441257862	49.6726999190214
LR778257.1	C.albellus	BRZ040	6	374.816	49.7174019685039	44.2888849470279
LR778258.1	C.albellus	BRZ040	6	253.721	48.7994962814944	41.2112805183128
LR778259.1	C.albellus	BRZ040	6	298.069	49.9673323831071	45.3061902355676
LR778260.1	C.albellus	BRZ040	6	286.244	49.9620147304731	42.8079632141056
LR778261.1	C.albellus	BRZ040	6	2910.02	51.1722269652266	77.6666404855535
LR778262.1	C.albellus	BRZ040	6	220.738	49.1186944240196	41.7873611127521
LR778263.1	C.albellus	BRZ040	6	253.025	50.3398823392461	42.1552554439789
LR778264.1	C.albellus	BRZ040	6	225.362	48.36695209005	41.2543115341982
LR778265.1	C.albellus	BRZ040	6	4077.85	53.4954737141148	108.118792134399
LR778266.1	C.albellus	BRZ040	6	2130.42	50.6650084678016	71.8888219692721
LR778267.1	C.albellus	BRZ040	6	629.72	50.2319042671233	48.0339006489074
LR778268.1	C.albellus	BRZ040	6	284.235	50.8893073355705	43.1616924398508
LR778269.1	C.albellus	BRZ040	6	334.957	51.5829188739096	45.0715196145787
LR778270.1	C.albellus	BRZ040	6	336.492	51.3874263888889	45.3253283964613
LR778271.1	C.albellus	BRZ040	6	570.677	49.8871875535714	43.6623946442721
LR778272.1	C.albellus	BRZ040	6	188.681	50.7111318434343	41.4220429030184
LR778273.1	C.albellus	BRZ040	6	284.593	50.6178589200864	42.0963185092475
LR778274.1	C.albellus	BRZ040	6	734.451	75.534565880777	83.0511225831666
LR778275.1	C.albellus	BRZ040	6	339.907	50.1645375583864	44.2280237522662
LR778276.1	C.albellus	BRZ040	6	308.5	49.4272648303249	41.9075579256467
LR778277.1	C.albellus	BRZ040	6	304.638	51.2260959437454	44.1225203334058
LR778278.1	C.albellus	BRZ040	6	419.28	49.904562425107	43.3927061037551
LR778279.1	C.albellus	BRZ040	6	254.706	49.2005403826343	42.1033858517003
LR778280.1	C.albellus	BRZ040	6	389.827	58.6750566233766	62.4651463611709
LR778281.1	C.albellus	BRZ040	6	1227.2	50.1331804874552	52.2117834634272
LR778282.1	C.albellus	BRZ040	6	588.392	48.7329998519615	43.9196655246402
LR778283.1	C.albellus	BRZ040	6	284.951	49.4436570495334	42.1805965375265
LR778284.1	C.albellus	BRZ040	6	783.497	70.3269061179173	76.6447524605799
LR778285.1	C.albellus	BRZ040	6	214.093	49.9734328275862	41.1659073316844
LR778286.1	C.albellus	BRZ040	6	1301.97	49.369914492363	60.5245599560059
LR778287.1	C.albellus	BRZ040	6	875.203	57.964213030303	62.9325555616784
LR778288.1	C.albellus	BRZ040	6	585.403	51.8167546187175	45.1989940054329
LR778289.1	C.albellus	BRZ040	6	309.731	52.937555349026	47.7168649038519
LR778290.1	C.albellus	BRZ040	6	1134.85	69.769056258427	83.9202424399612
LR778291.1	C.albellus	BRZ040	6	281.528	48.2098088672351	43.5417995536336
LR778292.1	C.albellus	BRZ040	6	131.463	54.0602990322581	37.6931561752709
LR778253.1	C.albellus	BRZ041	6	5395.66	70.4587509949239	118.657139229158
LR778254.1	C.albellus	BRZ041	6	283.138	64.0427703213166	59.9735317185308
LR778255.1	C.albellus	BRZ041	6	294.515	63.8384880926217	59.1722822509309
LR778256.1	C.albellus	BRZ041	6	615.239	70.561768746746	71.5539616130487
LR778257.1	C.albellus	BRZ041	6	497.147	64.6345212356979	63.6576912771661
LR778258.1	C.albellus	BRZ041	6	378.144	63.6440427421759	60.2285218844709
LR778259.1	C.albellus	BRZ041	6	470.579	65.9047376810631	64.511312869281
LR778260.1	C.albellus	BRZ041	6	404.583	67.74900957	62.4944282675499
LR778261.1	C.albellus	BRZ041	6	2340.98	67.6854451235741	77.8544955574074
LR778262.1	C.albellus	BRZ041	6	343.902	65.3494885267134	61.002666896202
LR778263.1	C.albellus	BRZ041	6	296.531	66.3778210266535	60.5935857420587
LR778264.1	C.albellus	BRZ041	6	660.557	65.460167832586	63.3197097424067
LR778265.1	C.albellus	BRZ041	6	3052.43	69.5187207724868	93.0336726032268
