chr	sp	fish	MinCov	MaxCov	AverCov	SDCov
LR778267.1	SuoL	SUO004	6	626.175	113.928097751479	125.188990487057
LR778268.1	SuoL	SUO004	6	659.537	115.130438393458	126.832786735889
LR778269.1	SuoL	SUO004	6	1162.34	120.710621832853	138.56361489084
LR778270.1	SuoL	SUO004	6	1359.3	119.801515470259	135.199494764497
LR778271.1	SuoL	SUO004	6	636.344	114.908565150473	125.83681447855
LR778272.1	SuoL	SUO004	6	1112.68	122.430829052045	131.551917914464
LR778273.1	SuoL	SUO004	6	891.73	118.853702870466	128.669136755552
LR778274.1	SuoL	SUO004	6	3545.71	174.706235910653	260.655068092174
LR778275.1	SuoL	SUO004	6	1109.78	124.193965750133	136.062629689404
LR778276.1	SuoL	SUO004	6	909.595	116.413752972545	124.706766179556
LR778277.1	SuoL	SUO004	6	657.266	120.841272767905	132.451992036189
LR778278.1	SuoL	SUO004	6	1033.48	117.823428208155	128.963737154288
LR778279.1	SuoL	SUO004	6	1079.82	114.805953739881	131.245626568632
LR778280.1	SuoL	SUO004	6	1277.71	134.694079331931	176.394955089262
LR778281.1	SuoL	SUO004	6	2097.33	116.94900347644	137.484572269677
LR778282.1	SuoL	SUO004	6	637.034	120.558814605117	129.930921320285
LR778283.1	SuoL	SUO004	6	618.237	116.801076200624	127.993157660492
LR778284.1	SuoL	SUO004	6	1272.94	157.627342926152	210.103974087507
LR778285.1	SuoL	SUO004	6	831.946	122.041994786546	131.310556586674
LR778286.1	SuoL	SUO004	6	6817.86	119.572889695968	220.265295025475
LR778287.1	SuoL	SUO004	6	1312.23	130.006066627548	167.477918548325
LR778288.1	SuoL	SUO004	6	1131.82	122.708781723914	134.641348373716
LR778289.1	SuoL	SUO004	6	1157.05	125.025454497579	146.288032455293
LR778290.1	SuoL	SUO004	6	2336.94	152.857047993528	225.252971900743
LR778291.1	SuoL	SUO004	6	1636.06	120.230478922934	143.752703056016
LR778292.1	SuoL	SUO004	6	406.041	115.240556326531	113.386264010552
LR778253.1	SuoL	SUO005	6	3840.92	102.325837588957	112.123809604684
LR778254.1	SuoL	SUO005	6	416.962	92.9982589073806	82.8442497752523
LR778255.1	SuoL	SUO005	6	984.68	94.6009568994413	87.8546840371971
LR778256.1	SuoL	SUO005	6	907.845	104.727045552126	100.500102461733
LR778257.1	SuoL	SUO005	6	597.116	95.2594962619372	86.8856428648382
LR778258.1	SuoL	SUO005	6	599.214	96.064454604811	86.2175091365646
LR778259.1	SuoL	SUO005	6	1135.96	95.2540417918719	97.1946665414509
LR778260.1	SuoL	SUO005	6	696.457	98.9653697204689	89.6025461397298
LR778261.1	SuoL	SUO005	6	2445.15	100.182464178201	98.8171445102078
LR778262.1	SuoL	SUO005	6	414.198	99.73087234714	86.6826361769113
LR778263.1	SuoL	SUO005	6	461.554	97.8105708265213	85.7833847755677
LR778264.1	SuoL	SUO005	6	439.503	94.624576507286	83.2121086062071
LR778265.1	SuoL	SUO005	6	3433.43	100.894500150048	114.245633530907
LR778266.1	SuoL	SUO005	6	3347.32	101.942297094763	120.929340446173
LR778267.1	SuoL	SUO005	6	484.861	93.7292948814655	85.4279070239498
LR778268.1	SuoL	SUO005	6	487.253	97.3199008660999	86.3825274112765
LR778269.1	SuoL	SUO005	6	501.441	101.057993267009	92.1393170229369
LR778270.1	SuoL	SUO005	6	954.621	96.4959802065885	89.0325430297532
LR778271.1	SuoL	SUO005	6	864.681	96.2151991444867	87.2677096113464
LR778272.1	SuoL	SUO005	6	700.046	101.487853877551	88.5522664059091
LR778273.1	SuoL	SUO005	6	394.199	97.8816260169492	87.4794819145349
LR778274.1	SuoL	SUO005	6	2712.56	153.121798107791	181.10666970363
LR778275.1	SuoL	SUO005	6	800.074	101.113524254208	91.3937614211163
LR778276.1	SuoL	SUO005	6	449.397	97.3974780715935	86.0197023331985
LR778277.1	SuoL	SUO005	6	719.759	100.158373883955	89.2951803780221
LR778278.1	SuoL	SUO005	6	964.342	97.1270980848556	89.960890439002
LR778279.1	SuoL	SUO005	6	371.071	94.7858355696202	83.62331905888
LR778280.1	SuoL	SUO005	6	1263.83	118.441252141572	128.182709770919
LR778281.1	SuoL	SUO005	6	2156.48	97.102227764977	99.9847634237947
LR778282.1	SuoL	SUO005	6	490.599	97.5921654018127	85.6251384399683
LR778283.1	SuoL	SUO005	6	404.745	97.3229122983871	84.9174553370344
LR778284.1	SuoL	SUO005	6	763.603	134.840818302839	145.242436399921
LR778285.1	SuoL	SUO005	6	421.667	98.1063826187151	86.4628308713329
LR778286.1	SuoL	SUO005	6	3071.67	98.1516395387994	123.276873409323
LR778287.1	SuoL	SUO005	6	1157.48	114.507654017155	120.158177992643
LR778288.1	SuoL	SUO005	6	752.631	99.8670824732716	88.3018607582842
LR778289.1	SuoL	SUO005	6	806.278	104.391510662691	101.452000789802
LR778290.1	SuoL	SUO005	6	1916.71	134.622508307692	165.437537976529
LR778291.1	SuoL	SUO005	6	1635.76	102.792734401261	108.007159607528
LR778292.1	SuoL	SUO005	6	270.021	107.916680952381	84.7342888469525
LR778253.1	SuoL	SUO006	6	1694.25	47.2508868220151	54.0591670827052
LR778254.1	SuoL	SUO006	6	207.906	43.3549480665951	38.2801225579084
LR778255.1	SuoL	SUO006	6	525.131	44.721477321238	40.573603254016
LR778256.1	SuoL	SUO006	6	529.272	48.5955943395279	46.3479051003745
LR778257.1	SuoL	SUO006	6	240.932	44.5891519810327	38.3153517285459
LR778258.1	SuoL	SUO006	6	229.815	44.3992192570281	38.8994555749324
LR778259.1	SuoL	SUO006	6	399.113	46.266821018078	43.7493834282192
LR778260.1	SuoL	SUO006	6	219.833	46.0545237926421	38.7089664334228
LR778261.1	SuoL	SUO006	6	2902.98	47.1300333291299	81.4839656872914
LR778262.1	SuoL	SUO006	6	200.543	45.3586015071429	38.5109233581695
LR778263.1	SuoL	SUO006	6	346.651	46.2753531730127	37.9720863896771
LR778264.1	SuoL	SUO006	6	169.263	43.3526314478114	37.2425070719436
LR778265.1	SuoL	SUO006	6	3134.71	49.4234233026223	91.266598208909
LR778266.1	SuoL	SUO006	6	928.506	46.502722959276	47.8739661105924
LR778267.1	SuoL	SUO006	6	233.264	44.3002826677445	38.2913520836429
LR778268.1	SuoL	SUO006	6	197.806	45.6377070890136	38.9223409221517
LR778269.1	SuoL	SUO006	6	232.557	47.0419397864078	39.9885467359279
LR778270.1	SuoL	SUO006	6	305.031	47.2790041126997	40.2149009883452
LR778271.1	SuoL	SUO006	6	222.141	44.9314037217514	37.9429411663801
LR778272.1	SuoL	SUO006	6	216.061	46.6373920763359	39.3073800129642
LR778273.1	SuoL	SUO006	6	198.343	45.7738645439045	38.2962838058338
LR778274.1	SuoL	SUO006	6	1122.59	71.0185342516447	84.5740989781713
LR778275.1	SuoL	SUO006	6	252.663	46.0057846224832	40.1854719656866
LR778276.1	SuoL	SUO006	6	380.812	44.4453191143594	39.2665820958361
LR778277.1	SuoL	SUO006	6	267.591	46.2285403642671	39.4681663133186
LR778278.1	SuoL	SUO006	6	222.539	45.2849726626193	39.1004031435132
LR778279.1	SuoL	SUO006	6	287.233	45.3400778700361	39.7663039928394
LR778280.1	SuoL	SUO006	6	468.353	53.0433802915194	54.9278179863808
LR778281.1	SuoL	SUO006	6	2024.61	47.9621472125436	70.2646681193982
LR778282.1	SuoL	SUO006	6	185.233	45.9326720711111	38.8047969461252
LR778283.1	SuoL	SUO006	6	244.943	45.8220348696384	40.0814239700613
LR778284.1	SuoL	SUO006	6	667.317	63.3368893500464	65.7411521605008
LR778285.1	SuoL	SUO006	6	210.335	46.5088611293635	39.1585522814781
LR778286.1	SuoL	SUO006	6	2037.88	46.4039940021345	78.1398537137428
LR778287.1	SuoL	SUO006	6	375.341	51.392872388535	50.7062463161194
LR778288.1	SuoL	SUO006	6	478.801	47.2744381069959	41.3333700742527
LR778289.1	SuoL	SUO006	6	369.076	47.5514292669173	44.7994382895704
LR778290.1	SuoL	SUO006	6	750.947	61.5931620438957	75.4418781712506
LR778291.1	SuoL	SUO006	6	265.061	46.5470976900149	42.0339212281763
LR778292.1	SuoL	SUO006	6.77904	104.809	44.065790625	31.2270755873612
LR778253.1	SuoL	SUO009	6	6341.69	109.35234707606	154.635508581875
LR778254.1	SuoL	SUO009	6	498.357	97.2037239841499	99.9374061050088
LR778255.1	SuoL	SUO009	6	1325.1	99.6883662942008	107.108224099546
LR778256.1	SuoL	SUO009	6	1262.91	112.832249495301	123.482305401563
LR778257.1	SuoL	SUO009	6	522.771	102.211410555947	104.785117189246
LR778258.1	SuoL	SUO009	6	526.649	101.406049112792	103.325511720388
LR778259.1	SuoL	SUO009	6	962.107	101.885869253731	111.887242224958
LR778260.1	SuoL	SUO009	6	714.2	106.699528843013	109.947911435392
LR778261.1	SuoL	SUO009	6	2958.2	105.173406018357	118.72751664058
LR778262.1	SuoL	SUO009	6	527.585	103.624588938356	103.921464808462
LR778263.1	SuoL	SUO009	6	670.249	103.548950298165	103.593658252827
LR778264.1	SuoL	SUO009	6	488.174	99.1309244783599	101.274236957935
LR778265.1	SuoL	SUO009	6	4117.79	107.707433970803	138.601779777617
LR778266.1	SuoL	SUO009	6	3678.02	106.666443097455	141.368014113275
LR778267.1	SuoL	SUO009	6	654.236	100.493646117196	103.56190461755
LR778268.1	SuoL	SUO009	6	789.919	102.735017552335	105.518094815032
LR778269.1	SuoL	SUO009	6	767.438	108.191081145833	112.106596529317
LR778270.1	SuoL	SUO009	6	782.049	103.113371915493	107.066783816554
LR778271.1	SuoL	SUO009	6	688.797	101.836431947494	104.75876861543
LR778272.1	SuoL	SUO009	6	658.061	107.846597370332	106.622752873768
LR778273.1	SuoL	SUO009	6	486.286	102.13385791404	104.098819413721
LR778274.1	SuoL	SUO009	6	2603.43	160.842146465863	210.311592375614
LR778275.1	SuoL	SUO009	6	871.198	106.140564724638	111.960541404199
LR778276.1	SuoL	SUO009	6	714.012	102.838313868699	103.874264449379
LR778277.1	SuoL	SUO009	6	604.475	105.475723155397	107.459602374929
LR778278.1	SuoL	SUO009	6	630.451	103.142552879056	105.233451449778
LR778279.1	SuoL	SUO009	6	657.153	100.815579541893	104.958114525428
LR778280.1	SuoL	SUO009	6	1476.59	123.6029696379	151.229765962689
LR778281.1	SuoL	SUO009	6	2338.51	102.295665639229	118.858268257111
LR778282.1	SuoL	SUO009	6	1087.82	103.118406902601	106.534698076481
LR778283.1	SuoL	SUO009	6	539.417	104.190792701284	106.359279003569
LR778284.1	SuoL	SUO009	6	1961.8	148.102625585761	182.068278712101
LR778285.1	SuoL	SUO009	6	899.122	105.661239624912	108.066672994505
LR778286.1	SuoL	SUO009	6	6773.33	107.047116141907	216.300517968309
LR778287.1	SuoL	SUO009	6	952.7	120.066581655914	140.564729231285
LR778288.1	SuoL	SUO009	6	857.966	107.749343841155	108.469498958487
LR778289.1	SuoL	SUO009	6	857.645	110.816187933604	118.565155500667
LR778290.1	SuoL	SUO009	6	2728.86	142.443208533333	199.386802327339
LR778291.1	SuoL	SUO009	6	792.354	106.748945167364	111.4285655356
LR778292.1	SuoL	SUO009	6	352.313	108.471965116279	99.4158478178593
LR778253.1	SuoL	SUO011	6	4013.23	127.386501691586	141.131254086823
LR778254.1	SuoL	SUO011	6	609.135	118.522971002786	115.341390601994
LR778255.1	SuoL	SUO011	6	544.885	119.05819754175	115.934408140826
LR778256.1	SuoL	SUO011	6	1472.19	132.02281223541	138.237783424301
LR778257.1	SuoL	SUO011	6	814.704	121.421323623283	121.40094804625
LR778258.1	SuoL	SUO011	6	714.5	119.790620904325	116.169255326358
LR778259.1	SuoL	SUO011	6	2182.5	117.960983298184	131.74615145691
LR778260.1	SuoL	SUO011	6	887.344	124.784099416342	123.390969794925
LR778261.1	SuoL	SUO011	6	1917.49	125.940933639783	123.246238433651
LR778262.1	SuoL	SUO011	6	542.621	124.191547675726	119.567000731673
LR778263.1	SuoL	SUO011	6	703.087	122.634336559278	118.461480808009
LR778264.1	SuoL	SUO011	6	500.022	120.87565433644	114.648294102426
LR778265.1	SuoL	SUO011	6	3537.67	124.865735317207	139.24561358437
LR778266.1	SuoL	SUO011	6	4766.95	128.026045170991	167.875216427158
LR778267.1	SuoL	SUO011	6	778.726	119.920604152321	118.736893240509
LR778268.1	SuoL	SUO011	6	645.306	121.933608817481	118.479641538408
LR778269.1	SuoL	SUO011	6	1037.04	126.773865316145	128.134867664507
LR778270.1	SuoL	SUO011	6	1199.61	124.410272471545	121.228471230812
LR778271.1	SuoL	SUO011	6	896.363	119.995552957619	119.230237674606
LR778272.1	SuoL	SUO011	6	891.756	129.106161665845	123.008309713057
LR778273.1	SuoL	SUO011	6	593.716	122.733325482124	119.928559299853
LR778274.1	SuoL	SUO011	6	3242.84	192.822831724719	242.060568886401
LR778275.1	SuoL	SUO011	6	1077.89	128.1043908	127.655675866414
LR778276.1	SuoL	SUO011	6	814.754	122.14105839207	119.564999184745
LR778277.1	SuoL	SUO011	6	870.663	124.531696181818	121.310277023197
LR778278.1	SuoL	SUO011	6	1187.92	119.2115289099	119.449644927317
LR778279.1	SuoL	SUO011	6	1044.61	118.599441310069	118.431651912079
LR778280.1	SuoL	SUO011	6	1708.49	143.567629754706	168.767776068248
LR778281.1	SuoL	SUO011	6	2417.73	120.950247179063	130.874733166536
LR778282.1	SuoL	SUO011	6	870.898	123.663785269565	119.99066224942
LR778283.1	SuoL	SUO011	6	535.158	125.625754667774	118.486721587617
LR778284.1	SuoL	SUO011	6	1042.39	170.481064527027	195.500410190768
LR778285.1	SuoL	SUO011	6	574.394	124.599056697736	119.577869746252
LR778286.1	SuoL	SUO011	6	6039.62	123.414990933798	198.693135201182
LR778287.1	SuoL	SUO011	6	1382.89	142.75076051574	163.797432398651
LR778288.1	SuoL	SUO011	6	1145.38	125.971863254076	122.326827696511
LR778289.1	SuoL	SUO011	6	890.518	129.147255512901	134.720292265967
LR778290.1	SuoL	SUO011	6	3462.8	168.110043314917	230.880378203036
LR778291.1	SuoL	SUO011	6	1277.97	126.591780569745	131.284046714784
LR778292.1	SuoL	SUO011	6	379.114	130.555620454545	114.422134297183
LR778253.1	SuoL	SUO012	6	2333.35	72.8311723103933	84.1927051039471
LR778254.1	SuoL	SUO012	6	331	67.6301769344262	65.5234429776957
LR778255.1	SuoL	SUO012	6	534.114	70.1647964705882	66.0406776246899
LR778256.1	SuoL	SUO012	6	1515.86	75.3554992353883	80.6620691429684
LR778257.1	SuoL	SUO012	6	333.905	69.7063283482506	64.0991507543191
LR778258.1	SuoL	SUO012	6	477.427	70.4924048371335	66.3257452604804
LR778259.1	SuoL	SUO012	6	699.07	69.882814130117	73.8391742570349
LR778260.1	SuoL	SUO012	6	413.851	72.3460324229765	68.7448863403658
LR778261.1	SuoL	SUO012	6	2963.54	72.4415849477872	91.9293718174373
LR778262.1	SuoL	SUO012	6	352.033	70.3218538129899	65.6434454103494
LR778263.1	SuoL	SUO012	6	370.031	70.0009640939948	65.6108235110805
LR778264.1	SuoL	SUO012	6	309.287	67.4847188274793	64.6729796993216
LR778265.1	SuoL	SUO012	6	3139.12	73.3689091853933	98.7023858158587
LR778266.1	SuoL	SUO012	6	2628.19	72.1694236095506	97.4986972787262
LR778267.1	SuoL	SUO012	6	379.737	69.6236089249364	67.0124755314582
LR778268.1	SuoL	SUO012	6	285.169	69.5425092246154	65.5346035048781
LR778269.1	SuoL	SUO012	6	459.184	73.1684020926756	70.7031568701792
LR778270.1	SuoL	SUO012	6	692.306	71.1393476037483	67.1550252934549
LR778271.1	SuoL	SUO012	6	441.95	70.270895227525	67.7422991629101
LR778272.1	SuoL	SUO012	6	307.099	73.4551017105263	67.8871854643826
LR778273.1	SuoL	SUO012	6	354.85	71.1926760676393	66.5991457981922
LR778274.1	SuoL	SUO012	6	1381.4	107.778071612272	128.685511903547
LR778275.1	SuoL	SUO012	6	529.395	72.0068793227092	70.5960654700501
LR778276.1	SuoL	SUO012	6	299.35	69.2664528891821	65.4806027547981
LR778277.1	SuoL	SUO012	6	411.884	72.8852645145631	68.4144531490146
LR778278.1	SuoL	SUO012	6	733.61	69.9002013809524	68.3577748598591
LR778279.1	SuoL	SUO012	6	609.013	67.2546292467173	65.653144899349
LR778280.1	SuoL	SUO012	6	793.512	82.1209146966599	94.9669344811819
LR778281.1	SuoL	SUO012	6	1206.19	72.0850879369431	73.0432141065654
LR778282.1	SuoL	SUO012	6	298.921	68.6160213762102	65.7153658967409
LR778283.1	SuoL	SUO012	6	381.588	69.6609041530412	65.1429114343703
LR778284.1	SuoL	SUO012	6	649.939	97.2796355750916	108.894337707279
LR778285.1	SuoL	SUO012	6	316.746	72.0036313338723	66.6218525036313
LR778286.1	SuoL	SUO012	6	2108.58	68.6992244164568	88.5194303700515
LR778287.1	SuoL	SUO012	6	619.738	78.2022266990291	87.1043940102912
LR778288.1	SuoL	SUO012	6	303.182	73.0593420934112	67.5949948884444
LR778289.1	SuoL	SUO012	6	552.87	73.994930815258	76.6239852090429
LR778290.1	SuoL	SUO012	6	2780.88	99.0188098358862	151.137565557381
LR778291.1	SuoL	SUO012	6	792.738	71.5261632305936	76.8795567587606
LR778292.1	SuoL	SUO012	6	269.151	77.3638032352941	61.8453598038007
LR778253.1	SuoL	SUO016	6	3674.46	166.175820980609	199.181504919104
LR778254.1	SuoL	SUO016	6	892.753	153.933398459016	170.957089804894
LR778255.1	SuoL	SUO016	6	1735.39	156.306106307107	177.842738571876
LR778256.1	SuoL	SUO016	6	1551.47	170.739929802834	203.406875110334
LR778257.1	SuoL	SUO016	6	1261.22	157.337089280801	178.850664529923
LR778258.1	SuoL	SUO016	6	851.785	157.927343756281	172.828222353902
LR778259.1	SuoL	SUO016	6	4056.37	154.134203385042	203.677884702968
LR778260.1	SuoL	SUO016	6	1312.27	166.043278745902	187.397308602081
LR778261.1	SuoL	SUO016	6	2117.54	163.866956756223	182.315530196038
LR778262.1	SuoL	SUO016	6	1072.1	162.494740825566	178.687214798486
LR778263.1	SuoL	SUO016	6	1331.97	163.020254228408	178.115843198893
LR778264.1	SuoL	SUO016	6	899.463	153.413464679123	172.128334952864
LR778265.1	SuoL	SUO016	6	2120.23	164.930014676509	185.550030016793
LR778266.1	SuoL	SUO016	6	4767.14	168.598903165914	217.16777032934
LR778267.1	SuoL	SUO016	6	1186.31	156.144853098385	178.069864856735
LR778268.1	SuoL	SUO016	6	843.305	158.686780938854	177.503560166502
LR778269.1	SuoL	SUO016	6	1274.49	167.246675645067	188.984190289612
LR778270.1	SuoL	SUO016	6	1939.61	164.397199857868	191.817432936915
LR778271.1	SuoL	SUO016	6	1665.62	157.24078104661	177.451688224018
LR778272.1	SuoL	SUO016	6	1309.81	167.387210134446	183.553223359397
LR778273.1	SuoL	SUO016	6	847.171	161.439996727273	178.667314435773
LR778274.1	SuoL	SUO016	6	3828.91	244.12457045109	337.716956853311
LR778275.1	SuoL	SUO016	6	1424.94	167.04944074619	188.295531770344
LR778276.1	SuoL	SUO016	6	1758.59	157.50611485447	179.850431831892
LR778277.1	SuoL	SUO016	6	1190.95	159.216654716481	178.312116303557
LR778278.1	SuoL	SUO016	6	1301.86	157.196768298539	179.46433769495
LR778279.1	SuoL	SUO016	6	1092.78	156.443647809783	176.783531191374
LR778280.1	SuoL	SUO016	6	1938.15	188.974154442658	251.30039700314
LR778281.1	SuoL	SUO016	6	2381.4	159.881518764398	185.812332433112
LR778282.1	SuoL	SUO016	6	1493.65	165.976136390728	184.976863936899
LR778283.1	SuoL	SUO016	6	892.848	162.657064718457	180.14901378267
LR778284.1	SuoL	SUO016	6	1630.33	225.17342391255	297.457913244275
LR778285.1	SuoL	SUO016	6	937.106	162.46041669375	181.266954933328
LR778286.1	SuoL	SUO016	6	6857.48	160.427343194805	261.34961242126
LR778287.1	SuoL	SUO016	6	1685.9	186.356883390476	237.880591276439
LR778288.1	SuoL	SUO016	6	2156.28	165.36531	185.319231970572
LR778289.1	SuoL	SUO016	6	1588.07	175.252906712991	206.933996992038
LR778290.1	SuoL	SUO016	6	2602.9	217.216916951014	307.445693260053
LR778291.1	SuoL	SUO016	6	1278.89	163.396620511416	188.296133389972
LR778292.1	SuoL	SUO016	6.50179	512.63	168.853244130435	155.245218381919
LR778253.1	SuoL	SUO019	6	6101.27	152.996537402377	181.610544126682
LR778254.1	SuoL	SUO019	6	806.345	139.126595769487	138.405478527586
LR778255.1	SuoL	SUO019	6	1189.14	144.988519662557	145.039607028205
LR778256.1	SuoL	SUO019	6	1765.62	158.832696895893	168.445711605944
LR778257.1	SuoL	SUO019	6	703.382	140.766006672921	141.455484950087
LR778258.1	SuoL	SUO019	6	646.732	144.449078675241	138.261929061574
LR778259.1	SuoL	SUO019	6	1276.54	142.10192290377	152.993800701425
LR778260.1	SuoL	SUO019	6	1162.02	148.131075196883	151.209819311741
LR778261.1	SuoL	SUO019	6	1918.35	149.40816887505	147.14183392954
LR778262.1	SuoL	SUO019	6	746.247	146.946018390135	143.527419973534
LR778263.1	SuoL	SUO019	6	715.823	145.248926117502	142.407159914951
LR778264.1	SuoL	SUO019	6	771.602	142.880835004153	139.834367603558
LR778265.1	SuoL	SUO019	6	2793.89	150.078856320462	155.351094870013
LR778266.1	SuoL	SUO019	6	4765.87	151.726660370582	183.730114538409
LR778267.1	SuoL	SUO019	6	900.447	143.360515182045	143.021114525827
LR778268.1	SuoL	SUO019	6	834.462	144.694472789216	142.885668732917
LR778269.1	SuoL	SUO019	6	1344.46	148.781227161366	152.366063060407
LR778270.1	SuoL	SUO019	6	1871.7	148.501800342146	151.464316349774
LR778271.1	SuoL	SUO019	6	1350.81	145.678766091148	143.355979638103
LR778272.1	SuoL	SUO019	6	1374.97	156.268599537214	148.89061163096
LR778273.1	SuoL	SUO019	6	701.786	147.978868652932	144.248090547853
LR778274.1	SuoL	SUO019	6	4112.51	228.378071207447	286.590806817058
LR778275.1	SuoL	SUO019	6	1260.31	152.508503984962	151.989645636216
LR778276.1	SuoL	SUO019	6	924.762	145.369239702286	141.804722792389
LR778277.1	SuoL	SUO019	6	1043.93	145.567797951168	146.568615125251
LR778278.1	SuoL	SUO019	6	1054.32	144.354255580645	144.455410508108
LR778279.1	SuoL	SUO019	6	1463.71	142.322824939361	145.387239804358
LR778280.1	SuoL	SUO019	6	2304.99	173.045669153094	209.098403117553
LR778281.1	SuoL	SUO019	6	2451.2	147.063391036325	155.178158796731
LR778282.1	SuoL	SUO019	6	677.688	144.354279806309	140.567761325234
LR778283.1	SuoL	SUO019	6	645.3	149.528486830835	143.71087637312
LR778284.1	SuoL	SUO019	6	1255.01	204.173314652375	240.297577900979
LR778285.1	SuoL	SUO019	6	845.279	150.529480592021	148.255689004471
LR778286.1	SuoL	SUO019	6	6864.95	145.865064611296	229.26178790386
LR778287.1	SuoL	SUO019	6	1588.53	171.937360498705	197.07601659829
LR778288.1	SuoL	SUO019	6	1407.53	150.608176772908	148.41009144748
LR778289.1	SuoL	SUO019	6	1139.15	153.776506735187	162.085696256831
LR778290.1	SuoL	SUO019	6	3742.51	198.046556692506	273.118910443527
LR778291.1	SuoL	SUO019	6	1909.07	147.586758847235	163.403619257075
LR778292.1	SuoL	SUO019	6	470.365	148.831084347826	131.081711784868
LR778253.1	SuoL	SUO020	6	4607.94	121.906745113885	134.349761549834
LR778254.1	SuoL	SUO020	6	593.728	111.778760610022	104.63610604597
LR778255.1	SuoL	SUO020	6	1138.03	113.426077098854	105.766908871488
LR778256.1	SuoL	SUO020	6	1335.34	124.82713422889	121.327796846508
LR778257.1	SuoL	SUO020	6	599.637	112.839972695531	104.707168324989
LR778258.1	SuoL	SUO020	6	541.828	115.182311795231	105.295034188449
LR778259.1	SuoL	SUO020	6	1569.58	115.132879118774	115.58000819033
LR778260.1	SuoL	SUO020	6	890.486	117.410523370888	108.257595823698
LR778261.1	SuoL	SUO020	6	2073.57	121.019835693398	112.637169112027
LR778262.1	SuoL	SUO020	6	495.825	118.044307000993	105.72438692367
LR778263.1	SuoL	SUO020	6	777.946	118.460841304147	104.525644832809
LR778264.1	SuoL	SUO020	6	404.887	111.31428284158	101.227037820122
LR778265.1	SuoL	SUO020	6	2106.08	119.795966759259	115.055703205662
LR778266.1	SuoL	SUO020	6	3035.25	119.593213223192	129.270436404512
LR778267.1	SuoL	SUO020	6	705.894	113.703269202216	105.78810481762
LR778268.1	SuoL	SUO020	6	447.747	116.140431215259	105.285480317933
LR778269.1	SuoL	SUO020	6	733.636	119.153753314066	112.930549670754
LR778270.1	SuoL	SUO020	6	969.302	116.314733486395	107.224352232606
LR778271.1	SuoL	SUO020	6	565.347	114.889198666031	105.032714142082
LR778272.1	SuoL	SUO020	6	816.244	122.536281877615	107.249844217091
LR778273.1	SuoL	SUO020	6	576.404	116.887197172654	106.809946299904
LR778274.1	SuoL	SUO020	6	4714.23	187.080876286895	260.765057440109
LR778275.1	SuoL	SUO020	6	981.775	120.592919130945	111.752758239197
LR778276.1	SuoL	SUO020	6	647.558	117.081511056338	107.035269152283
LR778277.1	SuoL	SUO020	6	756.985	117.00214881791	107.825315576167
LR778278.1	SuoL	SUO020	6	1431.25	114.818568212816	112.482693504814
LR778279.1	SuoL	SUO020	6	898.711	115.77989859423	105.327010708339
LR778280.1	SuoL	SUO020	6	1984.56	138.594642387606	157.3987395199
LR778281.1	SuoL	SUO020	6	2107.61	114.879276569087	114.842708186301
LR778282.1	SuoL	SUO020	6	654.102	117.747156261624	104.24406090306
LR778283.1	SuoL	SUO020	6	505.377	115.824309936599	104.514768579788
LR778284.1	SuoL	SUO020	6	878.694	166.17501122449	178.069431813045
LR778285.1	SuoL	SUO020	6	455.571	119.314892473498	105.293933547526
LR778286.1	SuoL	SUO020	6	3178.37	114.659125759587	135.980850253882
LR778287.1	SuoL	SUO020	6	1373.36	136.902958120464	144.633675258734
LR778288.1	SuoL	SUO020	6	863.625	119.716240787172	107.502339666116
LR778289.1	SuoL	SUO020	6	901.076	124.106329298246	122.333058675981
LR778290.1	SuoL	SUO020	6	1972.06	156.001765829292	182.011942986797
LR778291.1	SuoL	SUO020	6	1269.53	119.603269334027	117.062527693737
LR778292.1	SuoL	SUO020	7.125	369.419	129.190265116279	109.710869320533
LR778253.1	SuoL	SUO022	6	1772.59	29.5368080333019	40.8623917664678
LR778254.1	SuoL	SUO022	6	139.126	26.6103846438953	25.2757473361846
LR778255.1	SuoL	SUO022	6	207.867	26.8888055093257	25.7742718961583
LR778256.1	SuoL	SUO022	6	278.587	28.2496569832041	29.9674098297438
LR778257.1	SuoL	SUO022	6	159.554	27.0743210669456	26.1281221158544
LR778258.1	SuoL	SUO022	6	222.858	27.2812087038328	26.5531678312795
LR778259.1	SuoL	SUO022	6	256.95	26.7500170914634	27.6986851332171
LR778260.1	SuoL	SUO022	6	212.593	28.9665969094219	28.4160627856768
LR778261.1	SuoL	SUO022	6	2109.78	29.8732079755672	51.0290956119107
LR778262.1	SuoL	SUO022	6	154.011	28.1114840861813	25.9143507198269
LR778263.1	SuoL	SUO022	6	190.543	29.5036101883326	27.6808314992154
LR778264.1	SuoL	SUO022	6	223.302	27.5979193387681	26.8915576065645
LR778265.1	SuoL	SUO022	6	874.02	29.2113011844006	32.6850769332828
LR778266.1	SuoL	SUO022	6	891.844	29.4242550851735	34.6362897238331
LR778267.1	SuoL	SUO022	6	166.814	27.3227733513806	26.1881119015489
LR778268.1	SuoL	SUO022	6	162.033	28.3516174195308	26.6979630377859
LR778269.1	SuoL	SUO022	6	254.572	28.4426811075544	28.2475086275864
LR778270.1	SuoL	SUO022	6	191.747	28.5614385982906	27.8426844993546
LR778271.1	SuoL	SUO022	6	171.477	28.2263322264692	26.8676174167471
LR778272.1	SuoL	SUO022	6	179.859	28.7701343559838	26.7995969868465
LR778273.1	SuoL	SUO022	6	197.86	28.6669599422633	26.6874056669803
