Fish_code	Lake	Catchment	Region	Date	Fishec_nr	Furka_length	Weight_g	Sex	Age	Tb0_1_2	Ripe	Date_dissect	Condition	GR_morfo	MOL_MORPH_CONSENSUS_ID	Sci_name_CONSENSUS_ID	CN	d13C	d15N
SUO079	Suopatjavri	Kautokeinoelva	Arctic	27.09.17	NA	238	127	F	4	NA	NA	27.09.17	frozen	NA	L	NA	3.04	-24.49	7.43
SUO080	Suopatjavri	Kautokeinoelva	Arctic	28.09.17	NA	230	135	F	5	NA	NA	28.09.17	frozen	NA	L	NA	3.05	-22.56	7.23
SUO081	Suopatjavri	Kautokeinoelva	Arctic	29.09.17	NA	231	118	M	5	NA	NA	29.09.17	frozen	NA	L	NA	NA	NA	NA
SUO082	Suopatjavri	Kautokeinoelva	Arctic	29.09.17	NA	221	104	F	6	NA	NA	29.09.17	frozen	NA	L	NA	3.08	-23.93	7.99
SUO083	Suopatjavri	Kautokeinoelva	Arctic	25.09.17	NA	252	167	F	8	NA	NA	25.09.17	frozen	NA	D	NA	3.08	-28.33	8.17
SUO084	Suopatjavri	Kautokeinoelva	Arctic	25.09.17	NA	214	96	M	5	NA	NA	25.09.17	frozen	NA	D	NA	3.12	-29.75	9.35
SUO085	Suopatjavri	Kautokeinoelva	Arctic	24.09.17	NA	243	161	F	6	NA	NA	24.09.17	frozen	NA	D	NA	3.12	-32.37	8.86
SUO086	Suopatjavri	Kautokeinoelva	Arctic	24.09.17	NA	237	140	F	7	NA	NA	24.09.17	frozen	NA	D	NA	3.12	-33.18	7.67
SUO087	Suopatjavri	Kautokeinoelva	Arctic	25.09.17	NA	250	179	F	8	NA	NA	25.09.17	frozen	NA	D	NA	3.11	-29.41	8.81
SUO088	Suopatjavri	Kautokeinoelva	Arctic	25.09.17	NA	230	120	M	4	NA	NA	25.09.17	frozen	NA	D	NA	3.13	-32.69	8.13
SUO089	Suopatjavri	Kautokeinoelva	Arctic	29.09.17	NA	223	82	M	6	NA	NA	29.09.17	frozen	NA	P	NA	3.05	-29.56	8.96
SUO090	Suopatjavri	Kautokeinoelva	Arctic	30.09.17	NA	192	66	F	4	NA	NA	30.09.17	frozen	NA	P	NA	3.07	-29.63	8.72
SUO091	Suopatjavri	Kautokeinoelva	Arctic	01.10.17	NA	203	71	M	4	NA	NA	01.10.17	frozen	NA	P	NA	3.07	-29.2	8.72
SUO092	Suopatjavri	Kautokeinoelva	Arctic	30.09.17	NA	225	71	F	5	NA	NA	30.09.17	frozen	NA	P	NA	3.05	-30.17	8.75
SUO093	Suopatjavri	Kautokeinoelva	Arctic	01.10.17	NA	215	81	M	5	NA	NA	01.10.17	frozen	NA	P	NA	3.09	-29.13	8.58
SUO094	Suopatjavri	Kautokeinoelva	Arctic	30.09.17	NA	203	78	M	5	NA	NA	30.09.17	frozen	NA	P	NA	3.05	-29.36	9.09
SUO095	Suopatjavri	Kautokeinoelva	Arctic	30.09.17	NA	191	67	F	4	NA	NA	30.09.17	frozen	NA	P	NA	3.08	-29.35	8.6
SUO096	Suopatjavri	Kautokeinoelva	Arctic	23.11.17	NA	190	61	M	5	NA	NA	23.11.17	frozen	NA	P	NA	3.06	-29.6	8.85
SUO097	Suopatjavri	Kautokeinoelva	Arctic	01.10.17	NA	201	75	M	5	NA	NA	01.10.17	frozen	NA	P	NA	3.09	-29.35	8.91
SUO098	Suopatjavri	Kautokeinoelva	Arctic	02.11.17	NA	193	62	M	5	NA	NA	02.11.17	frozen	NA	P	NA	3.09	-29.57	8.82
SUO099	Suopatjavri	Kautokeinoelva	Arctic	05.09.17	NA	228	125	F	7	NA	NA	05.09.17	fresh	NA	D	NA	NA	NA	NA
SUO100	Suopatjavri	Kautokeinoelva	Arctic	05.09.17	NA	197	80	M	4	NA	NA	05.09.17	fresh	NA	D	NA	NA	NA	NA
SUO101	Suopatjavri	Kautokeinoelva	Arctic	05.09.17	NA	304	370	M	14	NA	NA	05.09.17	fresh	NA	D	NA	NA	NA	NA
SUO102	Suopatjavri	Kautokeinoelva	Arctic	29.09.17	NA	236	95	M	7	NA	NA	29.09.17	frozen	minimum	P	P	3.07	-29.51	9.02
SUO103	Suopatjavri	Kautokeinoelva	Arctic	05.09.17	NA	241	154	F	7	NA	NA	05.09.17	fresh	NA	D	NA	NA	NA	NA
SUO104	Suopatjavri	Kautokeinoelva	Arctic	25.09.17	NA	278	247	M	6	NA	NA	25.09.17	frozen	NA	D	NA	3.12	-27.82	7.48
SUO105	Suopatjavri	Kautokeinoelva	Arctic	26.09.17	NA	201	83	M	3	NA	NA	26.09.17	frozen	NA	D	NA	3.17	-32.37	8.22
SUO106	Suopatjavri	Kautokeinoelva	Arctic	26.09.17	NA	215	121	F	7	NA	NA	26.09.17	frozen	NA	D	NA	3.31	-32.29	9.28
SUO107	Suopatjavri	Kautokeinoelva	Arctic	26.09.17	NA	198	76	M	4	NA	NA	26.09.17	frozen	NA	D	NA	3.15	-31.39	8.72
SUO108	Suopatjavri	Kautokeinoelva	Arctic	25.09.17	NA	213	105	F	NA	NA	NA	25.09.17	frozen	NA	D	NA	3.06	-29.29	8.64
SUO109	Suopatjavri	Kautokeinoelva	Arctic	26.09.17	NA	177	55	NA	4	NA	NA	26.09.17	frozen	NA	D	D	3.08	-31.96	8.38
SUO110	Suopatjavri	Kautokeinoelva	Arctic	25.09.17	NA	229	130	M	5	NA	NA	25.09.17	frozen	NA	D	NA	3.13	-24.03	8.11
SUO111	Suopatjavri	Kautokeinoelva	Arctic	25.09.17	NA	243	157	M	6	NA	NA	25.09.17	frozen	NA	D	NA	3.12	-31.8	8.92
SUO112	Suopatjavri	Kautokeinoelva	Arctic	26.09.17	NA	184	60	M	4	NA	NA	26.09.17	frozen	NA	D	NA	3.17	-33.15	8.12
SUO113	Suopatjavri	Kautokeinoelva	Arctic	26.09.17	NA	338	489	M	10	NA	NA	26.09.17	frozen	NA	D	NA	3.41	-32.31	9.36
SUO114	Suopatjavri	Kautokeinoelva	Arctic	05.09.17	NA	225	117	F	7	NA	NA	05.09.17	fresh	NA	D	NA	NA	NA	NA
SUO115	Suopatjavri	Kautokeinoelva	Arctic	27.09.17	NA	177	62	M	4	NA	NA	27.09.17	frozen	NA	D	NA	3.31	-32.12	8.31
SUO116	Suopatjavri	Kautokeinoelva	Arctic	06.09.17	NA	224	125	M	4	NA	NA	06.09.17	fresh	minimum	L	L	NA	NA	NA
SUO117	Suopatjavri	Kautokeinoelva	Arctic	06.09.17	NA	220	118	M	5	NA	NA	06.09.17	fresh	minimum	L	L	NA	NA	NA
SUO118	Suopatjavri	Kautokeinoelva	Arctic	06.09.17	NA	206	89	M	4	NA	NA	06.09.17	fresh	NA	L	NA	NA	NA	NA
SUO119	Suopatjavri	Kautokeinoelva	Arctic	06.09.17	NA	235	145	M	4	NA	NA	06.09.17	fresh	NA	D	NA	NA	NA	NA
SUO120	Suopatjavri	Kautokeinoelva	Arctic	06.09.17	NA	255	169	F	6	NA	NA	06.09.17	fresh	NA	D	NA	NA	NA	NA
SUO121	Suopatjavri	Kautokeinoelva	Arctic	06.09.17	NA	320	490	M	12	NA	NA	06.09.17	fresh	NA	D	NA	NA	NA	NA
SUO122	Suopatjavri	Kautokeinoelva	Arctic	06.09.17	NA	207	93	M	4	NA	NA	06.09.17	fresh	NA	D	NA	NA	NA	NA
SUO124	Suopatjavri	Kautokeinoelva	Arctic	07.09.17	NA	281	262	F	8	NA	NA	07.09.17	frozen	NA	L	NA	NA	NA	NA
SUO125	Suopatjavri	Kautokeinoelva	Arctic	07.09.17	NA	237	135	M	5	NA	NA	07.09.17	fresh	NA	L	NA	NA	NA	NA
SUO126	Suopatjavri	Kautokeinoelva	Arctic	07.09.17	NA	230	114	F	4	NA	NA	07.09.17	fresh	minimum	L	L	NA	NA	NA
SUO127	Suopatjavri	Kautokeinoelva	Arctic	07.09.17	NA	209	95	M	4	NA	NA	07.09.17	fresh	NA	L	NA	NA	NA	NA
