Fish_code	Lake	Catchment	Region	Date	Fishec_nr	Furka_length	Weight_g	Sex	Age	Tb0_1_2	Ripe	Date_dissect	Condition	GR_morfo	MOL_MORPH_CONSENSUS_ID	Sci_name_CONSENSUS_ID	CN	d13C	d15N
BRZ075	Brienz	Aare	Alpine	14.12.17	NA	240	120	F	1	NA	NA	12.11.18	frozen	long	Felchen	C.fatioi	3.24	-31.3	6.42
BRZ076	Brienz	Aare	Alpine	14.12.17	NA	231	159	F	1	NA	NA	22.10.18	frozen	long	Felchen	C.fatioi	3.12	-31.07	6.78
BRZ077	Brienz	Aare	Alpine	14.12.17	NA	241	147	F	2	NA	NA	20.11.18	frozen	long	Felchen	C.fatioi	3.12	-30.91	6.62
BRZ078	Brienz	Aare	Alpine	14.12.17	NA	234	139	NA	3	NA	NA	24.10.18	frozen	long	Felchen	C.fatioi	3.24	-31.08	6.44
BRZ079	Brienz	Aare	Alpine	14.12.17	NA	246	156	F	1	NA	NA	14.11.18	frozen	long	Felchen	C.fatioi	3.21	-30.75	6.04
BRZ080	Brienz	Aare	Alpine	14.12.17	NA	237	134	F	2	NA	NA	23.10.18	frozen	long	Felchen	C.fatioi	3.19	-30.51	6.03
BRZ081	Brienz	Aare	Alpine	14.12.17	NA	238	142	F	1	NA	NA	08.11.18	frozen	long	Balchen2	C.brienzii	3.7	-31.71	6.7
BRZ082	Brienz	Aare	Alpine	14.12.17	NA	241	135	F	2	NA	NA	12.11.18	frozen	long	Felchen	C.fatioi	3.24	-29.48	5.89
BRZ083	Brienz	Aare	Alpine	14.12.17	NA	243	203	F	2	NA	NA	05.11.18	frozen	long	Felchen	C.fatioi	3.3	-30.75	6.58
BRZ084	Brienz	Aare	Alpine	14.12.17	NA	241	168	F	2	NA	NA	13.11.18	frozen	short	Balchen2	C.brienzii	3.38	-31.1	6.91
BRZ085	Brienz	Aare	Alpine	14.12.17	NA	233	145	F	1	NA	NA	18.11.18	frozen	short	Balchen2	C.brienzii	3.37	-31.54	6.51
BRZ086	Brienz	Aare	Alpine	14.12.17	NA	246	187	F	2	NA	NA	21.11.18	frozen	short	Balchen2	C.brienzii	3.48	-31.61	5.64
BRZ087	Brienz	Aare	Alpine	14.12.17	NA	236	179	F	1	NA	NA	19.11.18	frozen	short	Balchen2	C.brienzii	3.31	-31.18	6.3
BRZ088	Brienz	Aare	Alpine	14.12.17	NA	239	165	F	2	NA	NA	29.10.18	frozen	short	Balchen2	C.brienzii	3.29	-31.35	6.78
BRZ089	Brienz	Aare	Alpine	14.12.17	NA	239	193	F	2	NA	NA	21.11.18	frozen	short	Felchen	C.fatioi	3.51	-31.46	6.9
BRZ090	Brienz	Aare	Alpine	14.12.17	NA	134	140	F	2	NA	NA	07.11.18	frozen	short	Balchen2	C.brienzii	3.41	-31.31	6.24
BRZ091	Brienz	Aare	Alpine	14.12.17	NA	231	161	F	2	NA	NA	30.10.18	frozen	long	Felchen	C.fatioi	3.34	-31.16	5.84
BRZ092	Brienz	Aare	Alpine	14.12.17	NA	246	157	F	2	NA	NA	29.10.18	frozen	short	Balchen2	C.brienzii	3.35	-31.08	6.34
BRZ093	Brienz	Aare	Alpine	14.12.17	NA	237	172	F	2	NA	NA	06.11.18	frozen	long	Felchen	C.fatioi	3.37	-31.31	6.88
BRZ094	Brienz	Aare	Alpine	14.12.17	NA	236	140	M	1	NA	NA	14.11.18	frozen	long	Felchen	C.fatioi	3.54	-31.73	6.81
BRZ095	Brienz	Aare	Alpine	14.12.17	NA	262	185	M	3	NA	NA	30.10.18	frozen	long	Balchen2	C.brienzii	3.4	-31.59	6.63
BRZ096	Brienz	Aare	Alpine	14.12.17	NA	216	120	F	1	NA	NA	20.11.18	frozen	long	Felchen	C.fatioi	3.44	-27.73	6.13
BRZ097	Brienz	Aare	Alpine	14.12.17	NA	233	144	F	2	NA	NA	05.11.18	frozen	long	Felchen	C.fatioi	NA	NA	NA
BRZ098	Brienz	Aare	Alpine	14.12.17	NA	229	128	F	2	NA	NA	22.10.18	frozen	long	Felchen	C.fatioi	3.3	-31.34	6.47
BRZ099	Brienz	Aare	Alpine	14.12.17	NA	231	146	F	1	NA	NA	19.11.18	frozen	long	Felchen	C.fatioi	3.5	-31.59	6.88
BRZ100	Brienz	Aare	Alpine	14.12.17	NA	241	147	M	3	NA	NA	20.11.18	frozen	long	Felchen	C.fatioi	3.64	-31.94	6.32
BRZ101	Brienz	Aare	Alpine	14.12.17	NA	233	137	F	3	NA	NA	06.11.18	frozen	long	Felchen	C.fatioi	3.48	-32.02	7.12
BRZ102	Brienz	Aare	Alpine	14.12.17	NA	234	165	F	2	NA	NA	06.11.18	frozen	long	Felchen	C.fatioi	4.32	-33.5	6.16
BRZ103	Brienz	Aare	Alpine	14.12.17	NA	129	149	F	2	NA	NA	23.10.18	frozen	long	Felchen	C.fatioi	3.42	-31.48	6.3
BRZ104	Brienz	Aare	Alpine	14.12.17	NA	236	164	M	2	NA	NA	14.11.18	frozen	long	Felchen	C.fatioi	3.58	-31.81	6.95
BRZ105	Brienz	Aare	Alpine	16.08.17	NA	257	190	M	3	NA	NA	17.12.18	frozen	long	Felchen	C.fatioi	3.51	-31.28	6.71
BRZ106	Brienz	Aare	Alpine	16.08.17	NA	217	127	M	1	NA	NA	17.12.18	frozen	short	Balchen2	C.brienzii	3.47	-31.15	6.68
BRZ107	Brienz	Aare	Alpine	16.08.17	NA	238	172	M	2	NA	NA	14.12.18	frozen	long	Felchen	C.fatioi	3.45	-31.39	6.79
BRZ108	Brienz	Aare	Alpine	16.08.17	NA	225	135	M	1	NA	NA	10.12.18	frozen	long	Felchen	C.fatioi	3.42	-32.2	5.84
BRZ109	Brienz	Aare	Alpine	16.08.17	NA	231	143	M	1	NA	NA	13.12.18	frozen	short	Felchen	C.fatioi	3.59	-31.63	6.85
BRZ110	Brienz	Aare	Alpine	16.08.17	NA	232	142	M	1	NA	NA	07.12.18	frozen	long	Felchen	C.fatioi	4.02	-32.45	6.61
BRZ111	Brienz	Aare	Alpine	16.08.17	NA	228	133	M	2	NA	NA	12.12.18	frozen	long	Felchen	C.fatioi	3.63	-32.01	6.63
BRZ112	Brienz	Aare	Alpine	16.08.17	NA	257	173	F	4	NA	NA	07.12.18	frozen	long	Felchen	C.fatioi	3.39	-31.7	7.15
BRZ113	Brienz	Aare	Alpine	16.08.17	NA	243	150	F	2	NA	NA	11.12.18	frozen	long	Brienzlig	C.albellus	3.27	-30.51	6.65
BRZ114	Brienz	Aare	Alpine	16.08.17	NA	220	123	M	2	NA	NA	18.12.18	frozen	long	Balchen2/Felchen	C.brienzii/C.fatioi	3.29	-31.24	6.41
BRZ115	Brienz	Aare	Alpine	16.08.17	NA	207	114	F	3	NA	NA	12.12.18	frozen	long	Balchen2/Felchen	C.brienzii/C.fatioi	3.3	-31.41	6.24
BRZ116	Brienz	Aare	Alpine	16.08.17	NA	213	120	M	3	NA	NA	13.12.18	frozen	long	Balchen2/Felchen	C.brienzii/C.fatioi	3.5	-31.28	6.39
BRZ117	Brienz	Aare	Alpine	16.08.17	NA	224	133	M	2	NA	NA	18.12.18	frozen	long	Felchen	C.fatioi	3.39	-31.42	6.28
BRZ118	Brienz	Aare	Alpine	16.08.17	NA	232	151	F	2	NA	NA	10.12.18	frozen	long	Balchen2	C.brienzii	3.51	-32.64	5.81
BRZ119	Brienz	Aare	Alpine	16.08.17	NA	242	152	F	3	NA	NA	06.12.18	frozen	short	Balchen2	C.brienzii	3.43	-32.11	7.36
LAN001	Langfjordvatn	Tana	Arctic	09.09.17	NA	244	138	NA	10	NA	NA	09.09.17	fresh	NA	L	L	NA	NA	NA
LAN003	Langfjordvatn	Tana	Arctic	05.01.18	NA	145	33	F	5	NA	NA	05.01.18	frozen	NA	P	NA	NA	NA	NA
LAN004	Langfjordvatn	Tana	Arctic	06.12.17	NA	156	40	F	5	NA	NA	06.12.17	frozen	NA	P	NA	NA	NA	NA
LAN005	Langfjordvatn	Tana	Arctic	17.09.17	NA	173	50	M	4	NA	NA	17.09.17	frozen	NA	P	NA	3.29	-30.82	8.29
LAN008	Langfjordvatn	Tana	Arctic	10.01.17	NA	167	51	M	5	NA	NA	10.01.17	frozen	NA	P	NA	3.37	-31.59	8.89
LAN009	Langfjordvatn	Tana	Arctic	08.01.18	NA	140	29	F	3	NA	NA	08.01.18	frozen	NA	P	NA	3.4	-32.22	10.91
LAN010	Langfjordvatn	Tana	Arctic	10.01.18	NA	145	29	M	6	NA	NA	10.01.18	frozen	NA	P	NA	3.26	-32.11	10.56
LAN013	Langfjordvatn	Tana	Arctic	09.09.17	NA	185	72	NA	8	NA	NA	09.09.17	fresh	NA	P	P	NA	NA	NA
LAN014	Langfjordvatn	Tana	Arctic	15.09.17	NA	213	106	F	8	NA	NA	15.09.17	frozen	NA	L	NA	3.27	-31.53	8.83
LAN015	Langfjordvatn	Tana	Arctic	19.09.17	NA	255	197	M	12	NA	NA	19.09.17	frozen	NA	D	NA	3.3	-31.44	11.89
LAN016	Langfjordvatn	Tana	Arctic	09.09.17	NA	203	86	M	7	NA	NA	09.09.17	fresh	NA	P	NA	NA	NA	NA
LAN017	Langfjordvatn	Tana	Arctic	09.09.17	NA	150	34	F	7	NA	NA	09.09.17	fresh	minimum	P	P	NA	NA	NA
LAN018	Langfjordvatn	Tana	Arctic	17.09.17	NA	179	66	F	9	NA	NA	17.09.17	frozen	minimum	P	P	3.3	-31.23	8.67
LAN019	Langfjordvatn	Tana	Arctic	17.09.17	NA	194	94	F	6	NA	NA	17.09.17	frozen	NA	P	NA	NA	NA	NA
LAN020	Langfjordvatn	Tana	Arctic	09.01.18	NA	144	36	F	4	NA	NA	09.01.18	frozen	NA	P	NA	3.39	-32.05	10.51
LAN021	Langfjordvatn	Tana	Arctic	09.01.18	NA	145	32	M	4	NA	NA	09.01.18	frozen	NA	P	NA	3.19	-31.52	8.91
LAN022	Langfjordvatn	Tana	Arctic	17.09.17	NA	143	32	M	5	NA	NA	17.09.17	frozen	NA	P	NA	3.13	-31.83	9.87
LAN025	Langfjordvatn	Tana	Arctic	08.01.18	NA	144	31	F	5	NA	NA	08.01.18	frozen	NA	P	NA	NA	NA	NA
LAN026	Langfjordvatn	Tana	Arctic	15.01.18	NA	147	31	M	4	NA	NA	15.01.18	frozen	NA	P	NA	3.12	-31.62	9.69
LAN027	Langfjordvatn	Tana	Arctic	09.01.18	NA	147	33	M	5	NA	NA	09.01.18	frozen	NA	P	NA	3.33	-31.87	11.09
LAN029	Langfjordvatn	Tana	Arctic	17.09.17	NA	141	33	F	5	NA	NA	17.09.17	frozen	NA	P	NA	3.37	-32.15	10.57
LAN030	Langfjordvatn	Tana	Arctic	12.12.17	NA	141	29	M	7	NA	NA	12.12.17	frozen	NA	P	NA	3.29	-32.04	10.31
LAN031	Langfjordvatn	Tana	Arctic	05.12.17	NA	145	32	F	7	NA	NA	05.12.17	frozen	NA	P	NA	3.26	-31.85	10.83
LAN033	Langfjordvatn	Tana	Arctic	10.01.18	NA	124	34	F	4	NA	NA	10.01.18	frozen	NA	P	NA	3.29	-31.63	10.46
LAN034	Langfjordvatn	Tana	Arctic	11.01.18	NA	155	38	F	7	NA	NA	11.01.18	frozen	NA	P	NA	3.33	-30.92	8.78
LAN035	Langfjordvatn	Tana	Arctic	10.01.18	NA	140	26	M	8	NA	NA	10.01.18	frozen	minimum	P	P	3.29	-31.57	10.38
LAN038	Langfjordvatn	Tana	Arctic	09.09.17	NA	148	30	M	5	NA	NA	09.09.17	fresh	NA	P	NA	NA	NA	NA
LAN039	Langfjordvatn	Tana	Arctic	09.09.17	NA	133	26	M	4	NA	NA	09.09.17	fresh	minimum	P	P	NA	NA	NA
LAN040	Langfjordvatn	Tana	Arctic	09.09.17	NA	159	39	M	6	NA	NA	09.09.17	fresh	minimum	P	P	NA	NA	NA
LAN041	Langfjordvatn	Tana	Arctic	09.09.17	NA	137	28	M	4	NA	NA	09.09.17	fresh	minimum	P	P	NA	NA	NA
LAN042	Langfjordvatn	Tana	Arctic	14.09.17	NA	207	93	F	3	NA	NA	14.09.17	frozen	NA	L	NA	3.26	-29.64	8.83
LAN043	Langfjordvatn	Tana	Arctic	14.09.17	NA	257	183	F	12	NA	NA	14.09.17	frozen	NA	L	NA	3.09	-27.86	7.68
LAN044	Langfjordvatn	Tana	Arctic	15.09.17	NA	170	53	M	5	NA	NA	15.09.17	frozen	minimum	L	L	3.3	-30.72	8.6
LAN045	Langfjordvatn	Tana	Arctic	17.09.17	NA	188	72	F	7	NA	NA	17.09.17	frozen	NA	L	NA	3.26	-28.71	9.68
LAN046	Langfjordvatn	Tana	Arctic	15.09.17	NA	173	53	M	8	NA	NA	15.09.17	frozen	NA	L	NA	3.27	-28.22	8.22
LAN047	Langfjordvatn	Tana	Arctic	17.09.17	NA	205	93	M	8	NA	NA	17.09.17	frozen	NA	L	NA	3.29	-29.24	10.55
LAN048	Langfjordvatn	Tana	Arctic	15.09.17	NA	181	64	F	11	NA	NA	15.09.17	frozen	NA	L	NA	3.23	-30.72	9.83
LAN049	Langfjordvatn	Tana	Arctic	17.09.17	NA	167	55	F	5	NA	NA	17.09.17	frozen	minimum	L	L	3.38	-30.95	8.35
LAN050	Langfjordvatn	Tana	Arctic	14.09.17	NA	255	181	F	7	NA	NA	14.09.17	frozen	NA	L	NA	3.25	-28.78	9.94
LAN052	Langfjordvatn	Tana	Arctic	09.09.17	NA	151	32	F	5	NA	NA	09.09.17	fresh	NA	P	NA	NA	NA	NA
LAN053	Langfjordvatn	Tana	Arctic	15.09.17	NA	209	96	M	8	NA	NA	15.09.17	frozen	NA	L	NA	3.24	-32.48	10.12
LAN058	Langfjordvatn	Tana	Arctic	10.01.18	NA	147	32	M	3	NA	NA	10.01.18	frozen	NA	P	NA	3.27	-31.93	10.7
LAN059	Langfjordvatn	Tana	Arctic	10.09.17	NA	266	226	M	11	NA	NA	10.09.17	fresh	minimum	D	D	NA	NA	NA
LAN060	Langfjordvatn	Tana	Arctic	10.09.17	NA	219	129	M	11	NA	NA	10.09.17	fresh	NA	D	NA	NA	NA	NA
LAN061	Langfjordvatn	Tana	Arctic	10.09.17	NA	188	64	F	9	NA	NA	10.09.17	fresh	NA	D	NA	NA	NA	NA
LAN062	Langfjordvatn	Tana	Arctic	14.09.17	NA	206	123	M	6	NA	NA	14.09.17	frozen	NA	L	NA	3.43	-31.08	8.38
LAN063	Langfjordvatn	Tana	Arctic	14.09.17	NA	239	145	F	5	NA	NA	14.09.17	frozen	NA	L	NA	3.2	-29.4	9.57
LAN064	Langfjordvatn	Tana	Arctic	14.09.17	NA	254	195	F	12	NA	NA	14.09.17	frozen	NA	L	NA	3.37	-25.59	8.39
LAN065	Langfjordvatn	Tana	Arctic	15.09.17	NA	252	182	F	8	NA	NA	15.09.17	frozen	NA	L	NA	3.34	-27.15	9.01
LAN066	Langfjordvatn	Tana	Arctic	15.09.17	NA	194	83	M	9	NA	NA	15.09.17	frozen	NA	L	NA	3.21	-25.74	9.16
LAN067	Langfjordvatn	Tana	Arctic	15.09.17	NA	208	104	F	7	NA	NA	15.09.17	frozen	NA	L	NA	3.31	-30.27	9.37
LAN069	Langfjordvatn	Tana	Arctic	14.09.17	NA	216	121	F	5	NA	NA	14.09.17	frozen	NA	L	NA	3.31	-31.3	8.42
LAN070	Langfjordvatn	Tana	Arctic	15.09.17	NA	183	59	F	9	NA	NA	15.09.17	frozen	NA	L	NA	3.25	-31.21	9.67
LAN071	Langfjordvatn	Tana	Arctic	14.09.17	NA	200	89	M	7	NA	NA	14.09.17	frozen	NA	L	NA	3.32	-30.59	9.95
LAN072	Langfjordvatn	Tana	Arctic	10.09.17	NA	245	171	M	16	NA	NA	10.09.17	fresh	minimum	D	D	NA	NA	NA
LAN073	Langfjordvatn	Tana	Arctic	10.09.17	NA	198	85	F	8	NA	NA	10.09.17	fresh	minimum	L	L	NA	NA	NA
LAN074	Langfjordvatn	Tana	Arctic	10.09.17	NA	233	151	M	13	NA	NA	10.09.17	fresh	NA	D	NA	NA	NA	NA
LAN086	Langfjordvatn	Tana	Arctic	11.09.17	NA	173	55	F	14	NA	NA	11.09.17	fresh	NA	D	NA	NA	NA	NA
LAN087	Langfjordvatn	Tana	Arctic	11.09.17	NA	229	136	M	14	NA	NA	11.09.17	fresh	NA	D	NA	NA	NA	NA
LAN088	Langfjordvatn	Tana	Arctic	11.09.17	NA	193	77	F	10	NA	NA	11.09.17	fresh	NA	D	NA	NA	NA	NA
LAN089	Langfjordvatn	Tana	Arctic	11.09.17	NA	212	106	M	11	NA	NA	11.09.17	fresh	NA	D	NA	NA	NA	NA
LAN090	Langfjordvatn	Tana	Arctic	11.09.17	NA	203	85	M	13	NA	NA	11.09.17	fresh	minimum	D	D	NA	NA	NA
LAN091	Langfjordvatn	Tana	Arctic	19.09.17	NA	179	65	F	7	NA	NA	19.09.17	frozen	NA	D	NA	3.28	-29.73	9.41
LAN092	Langfjordvatn	Tana	Arctic	18.09.17	NA	212	105	M	9	NA	NA	18.09.17	frozen	NA	D	NA	3.2	-28.48	10.02
LAN093	Langfjordvatn	Tana	Arctic	19.09.17	NA	177	62	M	10	NA	NA	19.09.17	frozen	NA	D	NA	3.26	-31.26	10.84
LAN094	Langfjordvatn	Tana	Arctic	19.09.17	NA	169	51	F	7	NA	NA	19.09.17	frozen	NA	D	NA	3.36	-30.99	11.17
LAN095	Langfjordvatn	Tana	Arctic	18.09.17	NA	198	86	M	9	NA	NA	18.09.17	frozen	NA	D	NA	3.43	-31.41	11.34
LAN096	Langfjordvatn	Tana	Arctic	18.09.17	NA	170	50	M	7	NA	NA	18.09.17	frozen	NA	D	NA	3.37	-32.05	9.14
LAN097	Langfjordvatn	Tana	Arctic	18.09.17	NA	176	62	M	8	NA	NA	18.09.17	frozen	NA	D	NA	3.33	-30.38	9.78
LAN098	Langfjordvatn	Tana	Arctic	18.09.17	NA	220	118	M	8	NA	NA	18.09.17	frozen	NA	D	NA	3.32	-31.19	9.23
LAN099	Langfjordvatn	Tana	Arctic	18.09.17	NA	247	185	M	11	NA	NA	18.09.17	frozen	NA	D	NA	3.4	-30.92	10.05
LAN102	Langfjordvatn	Tana	Arctic	18.09.17	NA	225	127	M	8	NA	NA	18.09.17	frozen	NA	D	NA	3.3	-31.53	9.19
LAN103	Langfjordvatn	Tana	Arctic	19.09.17	NA	220	125	F	8	NA	NA	19.09.17	frozen	NA	D	NA	3.32	-32.86	11.46
LAN104	Langfjordvatn	Tana	Arctic	18.09.17	NA	204	84	M	8	NA	NA	18.09.17	frozen	NA	D	NA	3.22	-22.44	8.65
LAN105	Langfjordvatn	Tana	Arctic	18.09.17	NA	187	69	M	7	NA	NA	18.09.17	frozen	NA	D	NA	3.32	-31.53	10.22
LAN111	Langfjordvatn	Tana	Arctic	11.09.17	NA	215	102	M	3	NA	NA	11.09.17	fresh	minimum	L	L	NA	NA	NA
LAN113	Langfjordvatn	Tana	Arctic	11.09.17	NA	183	63	M	7	NA	NA	11.09.17	fresh	minimum	L	L	NA	NA	NA
LAN114	Langfjordvatn	Tana	Arctic	19.09.17	NA	170	57	NA	7	NA	NA	19.09.17	frozen	NA	D	D	3.21	-30.81	8.93
LAN115	Langfjordvatn	Tana	Arctic	19.09.17	NA	175	57	NA	8	NA	NA	19.09.17	frozen	NA	D	D	3.23	-24.91	8.59
LAN116	Langfjordvatn	Tana	Arctic	19.09.17	NA	168	57	M	7	NA	NA	19.09.17	frozen	NA	D	NA	3.3	-29.09	11.27
LAN117	Langfjordvatn	Tana	Arctic	19.09.17	NA	169	50	F	6	NA	NA	19.09.17	frozen	NA	D	NA	3.26	-27.01	9.3
LAN119	Langfjordvatn	Tana	Arctic	24.09.17	NA	225	125	M	12	NA	NA	24.09.17	frozen	NA	D	NA	3.35	-27.94	8.51
LAN121	Langfjordvatn	Tana	Arctic	24.09.17	NA	183	65	M	6	NA	NA	24.09.17	frozen	NA	D	NA	3.27	-29.07	9.3
LAN122	Langfjordvatn	Tana	Arctic	24.09.17	NA	210	107	F	8	NA	NA	24.09.17	frozen	NA	D	NA	3.27	-30.71	11.95
LAN123	Langfjordvatn	Tana	Arctic	24.09.17	NA	194	84	M	7	NA	NA	24.09.17	frozen	NA	D	NA	3.27	-26.06	9.31
LAN130	Langfjordvatn	Tana	Arctic	12.09.17	NA	213	106	M	4	NA	NA	12.09.17	fresh	NA	L	NA	NA	NA	NA
LAN131	Langfjordvatn	Tana	Arctic	12.09.17	NA	219	108	F	6	NA	NA	12.09.17	fresh	NA	L	NA	NA	NA	NA
LAN132	Langfjordvatn	Tana	Arctic	12.09.17	NA	182	67	M	5	NA	NA	12.09.17	fresh	NA	L	NA	NA	NA	NA
LAN133	Langfjordvatn	Tana	Arctic	12.09.17	NA	186	71	F	7	NA	NA	12.09.17	fresh	NA	L	NA	NA	NA	NA
LAN134	Langfjordvatn	Tana	Arctic	12.09.17	NA	186	65	F	7	NA	NA	12.09.17	fresh	NA	L	NA	NA	NA	NA
LAN135	Langfjordvatn	Tana	Arctic	12.09.17	NA	175	59	F	7	NA	NA	12.09.17	fresh	NA	L	NA	NA	NA	NA
SUO001	Suopatjavri	Kautokeinoelva	Arctic	02.09.17	NA	240	132	F	4	NA	NA	02.09.17	fresh	NA	L	NA	NA	NA	NA
SUO002	Suopatjavri	Kautokeinoelva	Arctic	03.09.17	NA	200	90	NA	3	NA	NA	03.09.17	fresh	minimum	L	L	NA	NA	NA
SUO003	Suopatjavri	Kautokeinoelva	Arctic	03.09.17	NA	250	165	M	7	NA	NA	03.09.17	fresh	NA	L	NA	NA	NA	NA
SUO004	Suopatjavri	Kautokeinoelva	Arctic	03.09.17	NA	291	248	F	6	NA	NA	03.09.17	fresh	minimum	L	L	NA	NA	NA
SUO005	Suopatjavri	Kautokeinoelva	Arctic	03.09.17	NA	244	150	M	5	NA	NA	03.09.17	fresh	NA	L	NA	NA	NA	NA
SUO006	Suopatjavri	Kautokeinoelva	Arctic	28.09.17	NA	257	127	M	5	NA	NA	28.09.17	frozen	NA	L	NA	3.26	-22.27	7.9
SUO009	Suopatjavri	Kautokeinoelva	Arctic	27.09.17	NA	279	213	F	7	NA	NA	27.09.17	frozen	NA	L	NA	3.25	-26.95	8.56
SUO011	Suopatjavri	Kautokeinoelva	Arctic	27.09.17	NA	288	290	M	4	NA	NA	27.09.17	frozen	NA	L	NA	3.27	-20.22	7.08
SUO012	Suopatjavri	Kautokeinoelva	Arctic	28.09.17	NA	218	108	F	4	NA	NA	28.09.17	frozen	NA	L	NA	3.08	-25.95	8.32
SUO016	Suopatjavri	Kautokeinoelva	Arctic	28.09.17	NA	184	63	F	3	NA	NA	28.09.17	frozen	NA	L	NA	3.08	-20.43	6.95
SUO019	Suopatjavri	Kautokeinoelva	Arctic	27.09.17	NA	248	173	NA	5	NA	NA	27.09.17	frozen	NA	L	L	3.07	-26.52	8.48
SUO020	Suopatjavri	Kautokeinoelva	Arctic	28.09.17	NA	228	129	M	4	NA	NA	28.09.17	frozen	NA	L	NA	3.08	-20.1	7.28
SUO022	Suopatjavri	Kautokeinoelva	Arctic	28.09.17	NA	212	97	M	4	NA	NA	28.09.17	frozen	NA	L	NA	3.07	-30.73	7.67
SUO023	Suopatjavri	Kautokeinoelva	Arctic	29.09.17	NA	222	110	M	4	NA	NA	29.09.17	frozen	minimum	L	L	3.08	-22.83	7.58
SUO027	Suopatjavri	Kautokeinoelva	Arctic	28.09.17	NA	243	147	F	7	NA	NA	28.09.17	frozen	NA	L	NA	3.06	-26.73	8.58
SUO030	Suopatjavri	Kautokeinoelva	Arctic	03.09.17	NA	218	78	NA	6	NA	NA	03.09.17	fresh	NA	P	P	NA	NA	NA
SUO031	Suopatjavri	Kautokeinoelva	Arctic	03.09.17	NA	218	111	M	5	NA	NA	03.09.17	fresh	minimum	L	L	NA	NA	NA
SUO034	Suopatjavri	Kautokeinoelva	Arctic	04.09.17	NA	215	78	M	5	NA	NA	04.09.17	fresh	NA	P	NA	NA	NA	NA
SUO035	Suopatjavri	Kautokeinoelva	Arctic	04.09.17	NA	185	54	M	3	NA	NA	04.09.17	fresh	minimum	P	P	NA	NA	NA
SUO036	Suopatjavri	Kautokeinoelva	Arctic	04.09.17	NA	186	56	F	4	NA	NA	04.09.17	fresh	minimum	P	P	NA	NA	NA
SUO037	Suopatjavri	Kautokeinoelva	Arctic	30.09.17	NA	185	57	M	4	NA	NA	30.09.17	frozen	NA	P	NA	3.03	-29.2	8.54
SUO038	Suopatjavri	Kautokeinoelva	Arctic	30.09.17	NA	185	55	F	3	NA	NA	30.09.17	frozen	NA	P	NA	3.05	-29.3	8.42
SUO041	Suopatjavri	Kautokeinoelva	Arctic	30.09.17	NA	189	58	F	4	NA	NA	30.09.17	frozen	NA	P	NA	3.03	-29.34	8.43
SUO043	Suopatjavri	Kautokeinoelva	Arctic	30.09.17	NA	182	50	M	NA	NA	NA	30.09.17	frozen	NA	P	NA	3.04	-29.17	8.67
SUO047	Suopatjavri	Kautokeinoelva	Arctic	04.09.17	NA	214	78	M	5	NA	NA	04.09.17	fresh	NA	P	NA	NA	NA	NA
SUO048	Suopatjavri	Kautokeinoelva	Arctic	04.09.17	NA	211	75	F	5	NA	NA	04.09.17	fresh	minimum	P	P	NA	NA	NA
SUO049	Suopatjavri	Kautokeinoelva	Arctic	01.10.17	NA	194	68	M	4	NA	NA	01.10.17	frozen	NA	P	NA	3.09	-29.34	8.49
SUO053	Suopatjavri	Kautokeinoelva	Arctic	01.10.17	NA	188	65	M	4	NA	NA	01.10.17	frozen	NA	P	NA	2.99	-29.38	8.84
SUO056	Suopatjavri	Kautokeinoelva	Arctic	01.10.17	NA	194	64	M	4	NA	NA	01.10.17	frozen	NA	P	NA	3.05	-29.07	8
SUO058	Suopatjavri	Kautokeinoelva	Arctic	01.10.17	NA	190	64	M	4	NA	NA	01.10.17	frozen	NA	P	NA	3.02	-29.25	8.76
SUO059	Suopatjavri	Kautokeinoelva	Arctic	04.09.17	NA	190	67	F	4	NA	NA	04.09.17	fresh	NA	P	NA	NA	NA	NA
SUO060	Suopatjavri	Kautokeinoelva	Arctic	04.09.17	NA	291	276	F	8	NA	NA	04.09.17	fresh	NA	D	NA	NA	NA	NA
SUO061	Suopatjavri	Kautokeinoelva	Arctic	04.09.17	NA	216	105	F	4	NA	NA	04.09.17	fresh	NA	D	NA	NA	NA	NA
SUO066	Suopatjavri	Kautokeinoelva	Arctic	01.10.17	NA	193	66	M	4	NA	NA	01.10.17	frozen	NA	P	NA	3.02	-29.29	8.75
SUO067	Suopatjavri	Kautokeinoelva	Arctic	01.10.17	NA	185	58	F	3	NA	NA	01.10.17	frozen	NA	P	NA	3.07	-29.35	8.37
SUO068	Suopatjavri	Kautokeinoelva	Arctic	01.10.17	NA	193	66	M	4	NA	NA	01.10.17	frozen	NA	P	NA	3.03	-29.39	8.21
SUO073	Suopatjavri	Kautokeinoelva	Arctic	01.10.17	NA	179	53	M	4	NA	NA	01.10.17	frozen	minimum	P	P	3.06	-29.51	8.33
SUO075	Suopatjavri	Kautokeinoelva	Arctic	27.09.17	NA	233	123	F	5	NA	NA	27.09.17	frozen	NA	L	NA	3.08	-20.52	7.25
SUO076	Suopatjavri	Kautokeinoelva	Arctic	27.09.17	NA	230	128	M	5	NA	NA	27.09.17	frozen	NA	L	NA	3.05	-18.56	7.14
SUO077	Suopatjavri	Kautokeinoelva	Arctic	29.09.17	NA	209	92	F	5	NA	NA	29.09.17	frozen	NA	L	NA	3.1	-24.15	8.1
SUO078	Suopatjavri	Kautokeinoelva	Arctic	29.09.17	NA	207	86	M	4	NA	NA	29.09.17	frozen	NA	L	NA	3.05	-25.69	7.97
