THU143 	 2400325 	 2393996
THU164 	 5262012 	 5187964
THU165 	 3775605 	 3678243
THU168 	 3966843 	 3883189
THU173 	 1287768 	 1220617
THU177 	 5492388 	 5412768
THU179 	 3480636 	 3437878
THU182 	 3769828 	 3569700
THU183 	 4650582 	 4517705
THU185 	 5720821 	 5586988
THU187 	 4858803 	 4852460
THU190 	 3310832 	 3274682
THU197 	 3277058 	 3248173
THU198 	 2525253 	 2500380
THU199 	 1202346 	 1216574
WAL003 	 7429401 	 7240573
WAL004 	 8168562 	 7933340
WAL006 	 10255584 	 10234972
WAL007 	 5311750 	 5150882
WAL009 	 7011869 	 6867404
WAL010 	 7698197 	 7476558
WAL014 	 5175876 	 5193023
WAL016 	 8597516 	 8488240
WAL021 	 2075313 	 1825877
WAL022 	 5456848 	 5359871
WAL024 	 5593215 	 5453269
WAL030 	 3079301 	 2833265
WAL031 	 6515468 	 6370301
WAL033 	 6439088 	 6375037
WAL036 	 6025917 	 5997014
WAL040 	 6218488 	 6147588
WAL041 	 5745225 	 5630280
WAL042 	 3154776 	 3080230
WAL045 	 7987819 	 7708642
WAL078 	 6679686 	 6644140
WAL079 	 4447802 	 4367032
WAL084 	 4763319 	 4603868
WAL086 	 4926143 	 4851060
WAL088 	 5768234 	 5681918
ZUR011 	 6326622 	 6360526
ZUR018 	 4986780 	 4936047
